stk_cd,t1_dt,t1_open,entry,tp,sl,result,entry_tm,tp_tm,sl_tm,rows,data_quality
081180,20251216,14850.0,14404.5,15412.815,13828.32,SL_ONLY,20251216100000,,20251216145000,382,OK
082210,20250424,2065.0,2003.05,2143.2635,1922.9279999999999,TP_FIRST,20250424090300,20250424090300,20250424090500,361,OK
083420,20250411,8270.0,8021.9,8583.433,7701.023999999999,NONE_AFTER_ENTRY,20250411090300,,,379,OK
083420,20250423,9640.0,9350.8,10005.356,8976.767999999998,SL_ONLY,20250423090300,,20250423092400,381,OK
084670,20251120,11200.0,10864.0,11624.480000000001,10429.44,TP_ONLY,20251120090200,20251120090200,,169,LOW_ROWS
084670,20251121,15740.0,15267.8,16336.546,14657.087999999998,SL_ONLY,20251121110200,,20251121110200,226,OK
084670,20251124,16200.0,15714.0,16813.98,15085.439999999999,SL_FIRST,20251124090000,20251124091100,20251124090000,372,OK
084670,20251203,18510.0,17954.7,19211.529000000002,17236.512,NO_ENTRY,,,,291,OK
084670,20251210,46850.0,45444.5,48625.615000000005,43626.72,SL_ONLY,20251210090600,,20251210090600,374,OK
084670,20251211,49300.0,47821.0,51168.47,45908.159999999996,NO_ENTRY,,,,360,OK
084670,20251216,102800.0,99716.0,106696.12000000001,95727.36,SL_ONLY,20251216090200,,20251216090200,322,OK
084670,20251217,128500.0,124645.0,133370.15,119659.2,NO_ENTRY,,,,340,OK
084695,20251002,17000.0,16490.0,17644.3,15830.4,SL_ONLY,20251002090000,,20251002090000,378,OK
085310,20250801,1170.0,1134.8999999999999,1214.3429999999998,1089.504,TP_ONLY,20250801093500,20250801095600,,379,OK
085310,20250828,1320.0,1280.3999999999999,1370.028,1229.1839999999997,NO_ENTRY,,,,381,OK
085310,20251022,1722.0,1670.34,1787.2638,1603.5264,SL_ONLY,20251022090000,,20251022091600,382,OK
085310,20251117,1687.0,1636.3899999999999,1750.9373,1570.9343999999999,SL_ONLY,20251117094800,,20251117102000,382,OK
087010,20250414,170500.0,165385.0,176961.95,158769.6,NONE_AFTER_ENTRY,20250414090200,,,382,OK
088340,20250404,19800.0,19206.0,20550.420000000002,18437.76,NO_ENTRY,,,,341,OK
088340,20250407,26050.0,25268.5,27037.295000000002,24257.76,NO_ENTRY,,,,330,OK
088340,20250408,33500.0,32495.0,34769.65,31195.199999999997,SL_ONLY,20250408090000,,20250408090000,381,OK
088340,20250604,28400.0,27548.0,29476.36,26446.079999999998,SL_FIRST,20250604090200,20250604105700,20250604090400,378,OK
088340,20251104,16670.0,16169.9,17301.793,15523.104,TP_FIRST,20251104090000,20251104091800,20251104145200,381,OK
088390,20250714,10970.0,10640.9,11385.763,10215.264,NO_ENTRY,,,,377,OK
088800,20250602,2845.0,2759.65,2952.8255000000004,2649.264,SL_ONLY,20250602090400,,20250602090500,363,OK
088800,20251030,3015.0,2924.5499999999997,3129.2684999999997,2807.5679999999998,TP_ONLY,20251030090000,20251030090100,,377,OK
088800,20251031,3695.0,3584.15,3835.0405000000005,3440.784,TP_ONLY,20251031090000,20251031090000,,376,OK
089150,20250526,3835.0,3719.95,3980.3465,3571.1519999999996,SL_FIRST,20250526090200,20250526120500,20250526094000,380,OK
089230,20250410,937.0,908.89,972.5123000000001,872.5344,NO_ENTRY,,,,376,OK
089230,20250704,1360.0,1319.2,1411.544,1266.432,TP_ONLY,20250704090100,20250704090700,,375,OK
089790,20250923,6190.0,6004.3,6424.601000000001,5764.128,SL_ONLY,20250923090300,,20250923094500,381,OK
089850,20250429,10560.0,10243.199999999999,10960.224,9833.471999999998,SL_ONLY,20250429091800,,20250429113000,378,OK
090080,20250415,1939.0,1880.83,2012.4881,1805.5967999999998,SL_ONLY,20250415090000,,20250415094100,382,OK
090080,20250513,2300.0,2231.0,2387.17,2141.7599999999998,TP_FIRST,20250513090200,20250513090300,20250513090400,371,OK
090360,20251015,65800.0,63826.0,68293.82,61272.96,TP_ONLY,20251015090300,20251015141000,,382,OK
090370,20251028,1723.0,1671.31,1788.3017,1604.4576,NO_ENTRY,,,,358,OK
090370,20251029,2390.0,2318.2999999999997,2480.5809999999997,2225.5679999999998,SL_FIRST,20251029090300,20251029090900,20251029090300,376,OK
090370,20251117,2400.0,2328.0,2490.96,2234.88,SL_ONLY,20251117090200,,20251117090400,367,OK
090370,20251218,2630.0,2551.1,2729.677,2449.056,SL_ONLY,20251218090200,,20251218090200,373,OK
090710,20251021,6400.0,6208.0,6642.56,5959.679999999999,TP_ONLY,20251021090300,20251021094100,,379,OK
091970,20251010,805.0,780.85,835.5095000000001,749.616,TP_FIRST,20251010090200,20251010090300,20251010090400,372,OK
091970,20251016,815.0,790.55,845.8885,758.9279999999999,AMBIGUOUS_SAME_MIN,20251016090000,20251016090000,20251016090000,374,OK
091970,20251027,883.0,856.51,916.4657000000001,822.2496,SL_ONLY,20251027090000,,20251027090100,374,OK
092190,20251107,2700.0,2619.0,2802.3300000000004,2514.24,SL_ONLY,20251107093300,,20251107114000,360,OK
092200,20251104,6420.0,6227.4,6663.318,5978.303999999999,NONE_AFTER_ENTRY,20251104090000,,,382,OK
092460,20251024,21550.0,20903.5,22366.745000000003,20067.36,SL_ONLY,20251024090100,,20251024094300,381,OK
092600,20251010,773.0,749.81,802.2967,719.8176,SL_ONLY,20251010090800,,20251010090800,356,OK
092600,20251022,739.0,716.8299999999999,767.0081,688.1567999999999,SL_FIRST,20251022090000,20251022091100,20251022090000,371,OK
093240,20250402,2884.0,2797.48,2993.3036,2685.5807999999997,NO_ENTRY,,,,377,OK
093240,20251230,1700.0,1649.0,1764.43,1583.04,SL_FIRST,20251230090200,20251230101000,20251230090300,375,OK
093520,20250723,28400.0,27548.0,29476.36,26446.079999999998,SL_ONLY,20250723090200,,20250723090400,378,OK
094480,20250610,12990.0,12600.3,13482.321,12096.287999999999,SL_ONLY,20250610090100,,20250610090800,379,OK
094840,20250430,8610.0,8351.699999999999,8936.319,8017.631999999999,NONE_AFTER_ENTRY,20250430105600,,,382,OK
094860,20250718,1469.0,1424.93,1524.6751000000002,1367.9328,SL_ONLY,20250718090000,,20250718090000,364,OK
094860,20251023,1406.0,1363.82,1459.2874,1309.2672,SL_ONLY,20251023090300,,20251023090300,376,OK
095700,20250718,6970.0,6760.9,7234.1630000000005,6490.463999999999,SL_ONLY,20250718090100,,20250718102200,381,OK
095910,20250423,2115.0,2051.5499999999997,2195.1585,1969.4879999999996,SL_ONLY,20250423090000,,20250423090000,376,OK
096690,20251027,1839.0,1783.83,1908.6981,1712.4768,SL_ONLY,20251027105000,,20251027131700,368,OK
098070,20250403,30900.0,29973.0,32071.11,28774.079999999998,TP_ONLY,20250403091200,20250403102600,,381,OK
098070,20250411,42100.0,40837.0,43695.590000000004,39203.52,TP_ONLY,20250411101200,20250411103800,,382,OK
098120,20250519,15050.0,14598.5,15620.395,14014.56,NO_ENTRY,,,,381,OK
099220,20250423,1722.0,1670.34,1787.2638,1603.5264,TP_FIRST,20250423090200,20250423090200,20250423090400,381,OK
099440,20250626,3950.0,3831.5,4099.705,3678.24,SL_ONLY,20250626090800,,20250626100200,378,OK
099440,20251125,4790.0,4646.3,4971.541,4460.448,TP_ONLY,20251125090000,20251125093300,,382,OK
100660,20251210,4955.0,4806.349999999999,5142.7945,4614.096,TP_ONLY,20251210090100,20251210101700,,381,OK
100790,20251219,16890.0,16383.3,17530.131,15727.967999999999,TP_ONLY,20251219090500,20251219094100,,380,OK
100790,20251223,21000.0,20370.0,21795.9,19555.2,SL_ONLY,20251223090000,,20251223090100,380,OK
100840,20250725,50500.0,48985.0,52413.950000000004,47025.6,TP_ONLY,20250725090000,20250725092500,,382,OK
101000,20251001,1200.0,1164.0,1245.48,1117.44,SL_FIRST,20251001090200,20251001090800,20251001090200,377,OK
101000,20251002,1350.0,1309.5,1401.1650000000002,1257.12,SL_FIRST,20251002090600,20251002091700,20251002090600,378,OK
101000,20251017,1185.0,1149.45,1229.9115000000002,1103.472,SL_ONLY,20251017090000,,20251017090000,377,OK
101140,20250411,6910.0,6702.7,7171.889,6434.592,TP_FIRST,20250411091000,20250411091500,20250411101700,275,OK
101140,20250428,8600.0,8342.0,8925.94,8008.32,TP_ONLY,20250428090000,20250428090700,,245,OK
101140,20250429,11280.0,10941.6,11707.512,10503.936,NO_ENTRY,,,,377,OK
101170,20251014,7940.0,7701.8,8240.926000000001,7393.728,SL_ONLY,20251014090000,,20251014102500,381,OK
101170,20251201,8750.0,8487.5,9081.625,8148.0,NO_ENTRY,,,,381,OK
101170,20251226,15030.0,14579.1,15599.637,13995.936,NO_ENTRY,,,,380,OK
101400,20250822,444.0,430.68,460.8276,413.45279999999997,TP_FIRST,20250822090000,20250822090400,20250822150400,379,OK
101400,20251002,459.0,445.22999999999996,476.3961,427.42079999999993,TP_FIRST,20251002090200,20251002090200,20251002141800,375,OK
101670,20250721,1781.0,1727.57,1848.4999,1658.4671999999998,NO_ENTRY,,,,340,OK
101670,20250722,2505.0,2429.85,2599.9395,2332.656,NO_ENTRY,,,,379,OK
101670,20250812,3130.0,3036.1,3248.627,2914.656,TP_ONLY,20250812090200,20250812090800,,381,OK
101680,20250912,3290.0,3191.2999999999997,3414.691,3063.6479999999997,SL_ONLY,20250912090500,,20250912090600,379,OK
101680,20251224,2675.0,2594.75,2776.3825,2490.96,SL_ONLY,20251224090000,,20251224090100,361,OK
101730,20250624,9400.0,9118.0,9756.26,8753.279999999999,SL_FIRST,20250624090400,20250624095900,20250624091100,381,OK
102370,20250626,5130.0,4976.099999999999,5324.427,4777.056,NONE_AFTER_ENTRY,20250626091400,,,382,OK
103840,20250804,4410.0,4277.7,4577.139,4106.592,NO_ENTRY,,,,381,OK
104040,20250515,1284.0,1245.48,1332.6636,1195.6607999999999,TP_FIRST,20250515090200,20250515090300,20250515142400,377,OK
106080,20251024,2200.0,2134.0,2283.38,2048.64,SL_FIRST,20251024090300,20251024120200,20251024090300,376,OK
106080,20251105,2130.0,2066.1,2210.727,1983.456,TP_FIRST,20251105090000,20251105090000,20251105102100,378,OK
107600,20251014,30550.0,29633.5,31707.845,28448.16,TP_ONLY,20251014091000,20251014102300,,378,OK
108230,20250717,5860.0,5684.2,6082.094,5456.831999999999,TP_FIRST,20250717090100,20250717093800,20250717131800,382,OK
108490,20250515,52098.0,50535.06,54072.5142,48513.6576,SL_FIRST,20250515090400,20250515104900,20250515092000,382,OK
108490,20250624,82189.0,79723.33,85303.96310000001,76534.3968,SL_ONLY,20250624090100,,20250624095000,380,OK
109070,20250417,1070.0,1037.8999999999999,1110.5529999999999,996.3839999999998,TP_FIRST,20250417090000,20250417090000,20250417150100,381,OK
109080,20250409,12280.0,11911.6,12745.412,11435.136,SL_ONLY,20250409090000,,20250409090300,377,OK
109820,20250918,3685.0,3574.45,3824.6615,3431.4719999999998,SL_FIRST,20250918090200,20250918102500,20250918090200,371,OK
109960,20250812,582.0,564.54,604.0578,541.9584,SL_ONLY,20250812090200,,20250812131100,240,OK
110020,20250605,3660.0,3550.2,3798.714,3408.1919999999996,TP_ONLY,20250605090000,20250605090400,,379,OK
113810,20250402,2120.0,2056.4,2200.3480000000004,1974.144,SL_FIRST,20250402090200,20250402135200,20250402093700,380,OK
113810,20251023,1087.0,1054.3899999999999,1128.1973,1012.2143999999998,SL_ONLY,20251023090300,,20251023100500,381,OK
114190,20251027,15870.0,15393.9,16471.473,14778.143999999998,SL_ONLY,20251027090100,,20251027091200,381,OK
114450,20250522,2540.0,2463.7999999999997,2636.266,2365.2479999999996,NO_ENTRY,,,,249,OK
114450,20250523,3400.0,3298.0,3528.86,3166.08,SL_ONLY,20250523090300,,20250523090300,377,OK
114450,20250527,4250.0,4122.5,4411.075,3957.6,TP_FIRST,20250527090300,20250527090500,20250527091000,380,OK
114450,20250612,4025.0,3904.25,4177.547500000001,3748.08,TP_ONLY,20250612090100,20250612090200,,382,OK
114450,20251103,3095.0,3002.15,3212.3005000000003,2882.064,SL_ONLY,20251103090000,,20251103090500,379,OK
114450,20251112,3750.0,3637.5,3892.125,3492.0,NO_ENTRY,,,,381,OK
115310,20250710,59500.0,57715.0,61755.05,55406.4,SL_FIRST,20250710090000,20250710101100,20250710090100,376,OK
115530,20250515,475.0,460.75,493.00250000000005,442.32,TP_FIRST,20250515090000,20250515090000,20250515145600,378,OK
115530,20250520,498.0,483.06,516.8742000000001,463.7376,SL_FIRST,20250520090500,20250520102300,20250520090500,374,OK
115610,20250917,1130.0,1096.1,1172.827,1052.2559999999999,NO_ENTRY,,,,380,OK
115610,20250918,1412.0,1369.6399999999999,1465.5148,1314.8544,SL_ONLY,20250918105600,,20250918110500,379,OK
117670,20251107,9100.0,8827.0,9444.890000000001,8473.92,SL_FIRST,20251107092400,20251107101700,20251107092500,360,OK
117730,20251104,23700.0,22989.0,24598.230000000003,22069.44,TP_ONLY,20251104090000,20251104094500,,382,OK
119500,20250507,3990.0,3870.2999999999997,4141.221,3715.4879999999994,NO_ENTRY,,,,378,OK
122690,20251113,2460.0,2386.2,2553.234,2290.752,SL_ONLY,20251113100500,,20251113100900,374,OK
122690,20251223,3670.0,3559.9,3809.0930000000003,3417.504,SL_ONLY,20251223090200,,20251223090200,376,OK
123010,20250919,1088.0,1055.36,1129.2351999999998,1013.1455999999998,SL_FIRST,20250919090000,20250919090800,20250919090200,382,OK
123420,20250624,10120.0,9816.4,10503.548,9423.743999999999,TP_ONLY,20250624090700,20250624092300,,378,OK
123690,20250623,9180.0,8904.6,9527.922,8548.416,NO_ENTRY,,,,382,OK
123840,20250625,1352.0,1311.44,1403.2408,1258.9824,AMBIGUOUS_SAME_MIN,20250625090300,20250625090300,20250625090300,372,OK
123840,20251210,1153.0,1118.41,1196.6987000000001,1073.6736,SL_ONLY,20251210090000,,20251210090000,350,OK
125020,20250528,7770.0,7536.9,8064.483,7235.423999999999,SL_ONLY,20250528090200,,20250528091900,381,OK
125490,20250916,6660.0,6460.2,6912.414,6201.7919999999995,TP_ONLY,20250916090800,20250916094200,,380,OK
125490,20251016,11300.0,10961.0,11728.27,10522.56,TP_ONLY,20251016091000,20251016093800,,382,OK
126730,20251204,16940.0,16431.8,17582.026,15774.527999999998,NONE_AFTER_ENTRY,20251204143300,,,382,OK
128820,20251204,6650.0,6450.5,6902.035000000001,6192.48,SL_ONLY,20251204090100,,20251204093800,381,OK
128820,20251212,8650.0,8390.5,8977.835000000001,8054.88,SL_FIRST,20251212105800,20251212123300,20251212112400,376,OK
128820,20251218,10020.0,9719.4,10399.758,9330.624,NO_ENTRY,,,,15,LOW_ROWS
129890,20250828,1265.0,1227.05,1312.9435,1177.9679999999998,SL_ONLY,20250828090200,,20250828090400,379,OK
129920,20250418,5060.0,4908.2,5251.774,4711.871999999999,SL_ONLY,20250418115100,,20250418125600,380,OK
130740,20250916,2540.0,2463.7999999999997,2636.266,2365.2479999999996,SL_ONLY,20250916090100,,20250916090100,375,OK
131400,20250704,1743.0,1690.71,1809.0597000000002,1623.0816,TP_ONLY,20250704090000,20250704090100,,381,OK
131400,20250721,2140.0,2075.7999999999997,2221.1059999999998,1992.7679999999996,NO_ENTRY,,,,15,LOW_ROWS
131970,20250729,36150.0,35065.5,37520.085,33662.88,SL_ONLY,20250729090100,,20250729091100,382,OK
133820,20250730,1271.0,1232.87,1319.1708999999998,1183.5551999999998,SL_ONLY,20250730091600,,20250730111200,381,OK
137080,20250718,3885.0,3768.45,4032.2415,3617.7119999999995,NO_ENTRY,,,,375,OK
137940,20250513,1080.0,1047.6,1120.932,1005.6959999999999,SL_FIRST,20250513090000,20250513101400,20250513090000,374,OK
138360,20250421,941.0,912.77,976.6639,876.2592,NO_ENTRY,,,,261,OK
138360,20250422,1449.0,1405.53,1503.9171000000001,1349.3088,TP_FIRST,20250422090200,20250422090700,20250422091300,371,OK
138360,20250811,1049.0,1017.53,1088.7571,976.8287999999999,SL_ONLY,20250811090200,,20250811090300,379,OK
138610,20250530,37600.0,36472.0,39025.04,35013.119999999995,SL_ONLY,20250530092900,,20250530123400,379,OK
140430,20250410,1266.0,1228.02,1313.9814000000001,1178.8991999999998,NO_ENTRY,,,,161,LOW_ROWS
140430,20250411,1645.0,1595.6499999999999,1707.3455,1531.8239999999998,NO_ENTRY,,,,378,OK
140430,20251106,948.0,919.56,983.9292,882.7775999999999,NO_ENTRY,,,,376,OK
140430,20251111,1248.0,1210.56,1295.2992,1162.1375999999998,NO_ENTRY,,,,378,OK
140430,20251202,1700.0,1649.0,1764.43,1583.04,NO_ENTRY,,,,380,OK
145210,20251002,1082.0,1049.54,1123.0078,1007.5583999999999,SL_ONLY,20251002090200,,20251002091200,367,OK
148150,20250722,8730.0,8468.1,9060.867,8129.376,SL_ONLY,20250722115200,,20250722131000,382,OK
148780,20250513,1700.0,1649.0,1764.43,1583.04,NO_ENTRY,,,,379,OK
148780,20250619,2410.0,2337.7,2501.339,2244.1919999999996,TP_ONLY,20250619090100,20250619090700,,380,OK
152550,20250616,400.0,388.0,415.16,372.47999999999996,SL_ONLY,20250616090600,,20250616091700,379,OK
159910,20250924,865.0,839.05,897.7835,805.4879999999999,SL_ONLY,20250924090200,,20250924090300,369,OK
159910,20251113,966.0,937.02,1002.6114,899.5391999999999,SL_ONLY,20251113114700,,20251113142800,379,OK
160550,20250801,3195.0,3099.15,3316.0905000000002,2975.184,TP_ONLY,20250801094500,20250801101300,,382,OK
161000,20250428,10050.0,9748.5,10430.895,9358.56,NO_ENTRY,,,,382,OK
163280,20250411,24100.0,23377.0,25013.390000000003,22441.92,SL_ONLY,20250411090100,,20250411115100,382,OK
168330,20250610,4480.0,4345.599999999999,4649.7919999999995,4171.775999999999,SL_ONLY,20250610093000,,20250610093000,15,LOW_ROWS
168330,20251208,3045.0,2953.65,3160.4055000000003,2835.504,TP_ONLY,20251208102400,20251208103500,,376,OK
170790,20250930,12290.0,11921.3,12755.791,11444.447999999999,SL_ONLY,20250930090600,,20250930101800,382,OK
177350,20250905,1418.0,1375.46,1471.7422000000001,1320.4415999999999,NO_ENTRY,,,,376,OK
177350,20251128,1415.0,1372.55,1468.6285,1317.648,TP_FIRST,20251128090100,20251128090700,20251128150200,382,OK
177900,20251121,7290.0,7071.3,7566.291000000001,6788.448,SL_ONLY,20251121125300,,20251121131900,382,OK
179530,20250610,3230.0,3133.1,3352.417,3007.776,NO_ENTRY,,,,122,LOW_ROWS
179530,20250611,4195.0,4069.15,4353.990500000001,3906.384,NO_ENTRY,,,,172,LOW_ROWS
179530,20250612,4240.0,4112.8,4400.696000000001,3948.288,TP_ONLY,20250612090900,20250612091400,,262,OK
180400,20250731,2600.0,2522.0,2698.54,2421.12,SL_FIRST,20250731090000,20250731092800,20250731090300,382,OK
180400,20251223,2710.0,2628.7,2812.709,2523.5519999999997,TP_FIRST,20251223090200,20251223090200,20251223090500,376,OK
180640,20250514,147200.0,142784.0,152778.88,137072.63999999998,NONE_AFTER_ENTRY,20250514094800,,,377,OK
180640,20250515,159300.0,154521.0,165337.47,148340.16,SL_ONLY,20250515090000,,20250515090000,380,OK
185490,20251217,2510.0,2434.7,2605.129,2337.312,SL_ONLY,20251217090000,,20251217090000,378,OK
187660,20250708,1674.0,1623.78,1737.4446,1558.8288,NO_ENTRY,,,,374,OK
187660,20250709,2045.0,1983.6499999999999,2122.5054999999998,1904.3039999999999,SL_FIRST,20250709090000,20250709095500,20250709090000,378,OK
187660,20250829,3280.0,3181.6,3404.312,3054.336,SL_ONLY,20250829090500,,20250829103100,381,OK
189330,20250730,9290.0,9011.3,9642.091,8650.847999999998,TP_FIRST,20250730090900,20250730092400,20250730143600,379,OK
191410,20251125,1998.0,1938.06,2073.7242,1860.5375999999999,TP_FIRST,20251125090000,20251125090100,20251125100500,380,OK
191410,20251212,2070.0,2007.8999999999999,2148.453,1927.5839999999998,SL_ONLY,20251212092200,,20251212093000,359,OK
191410,20251216,2700.0,2619.0,2802.3300000000004,2514.24,SL_ONLY,20251216144600,,20251216144900,373,OK
192250,20250612,13190.0,12794.3,13689.901,12282.527999999998,SL_ONLY,20250612090900,,20250612101100,382,OK
192410,20250414,856.0,830.3199999999999,888.4424,797.1071999999999,NO_ENTRY,,,,375,OK
192410,20250415,1187.0,1151.3899999999999,1231.9873,1105.3343999999997,SL_ONLY,20250415090200,,20250415090500,362,OK
192410,20250507,1402.0,1359.94,1455.1358000000002,1305.5424,SL_ONLY,20250507122900,,20250507122900,219,OK
192410,20250508,1295.0,1256.1499999999999,1344.0805,1205.9039999999998,NO_ENTRY,,,,375,OK
193250,20250410,682.0,661.54,707.8478,635.0784,NO_ENTRY,,,,156,LOW_ROWS
193250,20250411,886.0,859.42,919.5794,825.0432,SL_ONLY,20250411090200,,20250411090200,267,OK
193250,20250414,981.0,951.5699999999999,1018.1799,913.5071999999999,SL_FIRST,20250414090300,20250414090800,20250414090300,377,OK
194370,20250528,11650.0,11300.5,12091.535,10848.48,NONE_AFTER_ENTRY,20250528090300,,,382,OK
195940,20250425,47850.0,46414.5,49663.515,44557.92,SL_ONLY,20250425090200,,20250425095600,382,OK
195990,20251106,280.0,271.59999999999997,290.61199999999997,260.73599999999993,SL_FIRST,20251106090200,20251106091000,20251106090200,246,OK
196450,20250822,976.0,946.72,1012.9904000000001,908.8512,TP_ONLY,20250822142100,20250822142700,,376,OK
196700,20250404,1700.0,1649.0,1764.43,1583.04,SL_ONLY,20250404090000,,20250404090100,369,OK
196700,20251218,2100.0,2037.0,2179.59,1955.52,SL_ONLY,20251218090300,,20251218091000,362,OK
199430,20250902,13910.0,13492.699999999999,14437.189,12952.991999999998,SL_ONLY,20250902090500,,20250902092800,382,OK
199430,20251016,23300.0,22601.0,24183.07,21696.96,SL_FIRST,20251016090000,20251016122300,20251016090000,380,OK
199480,20250618,7250.0,7032.5,7524.775000000001,6751.2,SL_FIRST,20250618090200,20250618110300,20250618090500,380,OK
199480,20250711,9400.0,9118.0,9756.26,8753.279999999999,NO_ENTRY,,,,381,OK
199480,20250926,8590.0,8332.3,8915.561,7999.007999999999,NO_ENTRY,,,,380,OK
199800,20250930,52500.0,50925.0,54489.75,48888.0,SL_FIRST,20250930090400,20250930141100,20250930092500,371,OK
200130,20250821,19400.0,18818.0,20135.260000000002,18065.28,SL_ONLY,20250821092100,,20250821103200,381,OK
200230,20250625,1779.0,1725.6299999999999,1846.4241,1656.6047999999998,NO_ENTRY,,,,362,OK
200230,20250626,2505.0,2429.85,2599.9395,2332.656,NO_ENTRY,,,,292,OK
200230,20250627,3494.0,3389.18,3626.4226,3253.6128,NO_ENTRY,,,,374,OK
200230,20250715,2414.0,2341.58,2505.4906,2247.9168,NO_ENTRY,,,,379,OK
200230,20250825,3235.0,3137.95,3357.6065,3012.432,NO_ENTRY,,,,72,LOW_ROWS
200230,20250826,4205.0,4078.85,4364.3695,3915.696,SL_ONLY,20250826090200,,20250826090300,379,OK
201490,20250611,2710.0,2628.7,2812.709,2523.5519999999997,SL_ONLY,20250611090000,,20250611090900,382,OK
201490,20250613,3755.0,3642.35,3897.3145,3496.656,TP_ONLY,20250613100000,20250613113000,,15,LOW_ROWS
201490,20250616,3990.0,3870.2999999999997,4141.221,3715.4879999999994,NO_ENTRY,,,,15,LOW_ROWS
201490,20250728,6500.0,6305.0,6746.35,6052.8,SL_ONLY,20250728090100,,20250728092600,382,OK
203400,20250625,3606.0,3497.8199999999997,3742.6674,3357.9071999999996,NO_ENTRY,,,,216,OK
203400,20250626,4688.0,4547.36,4865.6752,4365.4655999999995,NO_ENTRY,,,,171,LOW_ROWS
203400,20250627,6093.0,5910.21,6323.9247000000005,5673.8016,NO_ENTRY,,,,290,OK
203400,20250630,6026.0,5845.22,6254.385400000001,5611.4112000000005,NO_ENTRY,,,,377,OK
203400,20251203,4265.0,4137.05,4426.6435,3971.568,TP_ONLY,20251203090000,20251203090700,,382,OK
204840,20250424,1844.0,1788.68,1913.8876000000002,1717.1328,SL_ONLY,20250424092000,,20250424092200,377,OK
205500,20250624,4280.0,4151.599999999999,4442.2119999999995,3985.535999999999,TP_ONLY,20250624090000,20250624090300,,381,OK
207760,20250414,1067.0,1034.99,1107.4393,993.5903999999999,NO_ENTRY,,,,380,OK
207760,20250418,1593.0,1545.21,1653.3747,1483.4016,SL_ONLY,20250418110000,,20250418113500,381,OK
208370,20251211,6380.0,6188.599999999999,6621.802,5941.056,SL_ONLY,20251211090200,,20251211102600,379,OK
208640,20250805,395.0,383.15,409.9705,367.82399999999996,NONE_AFTER_ENTRY,20250805091400,,,340,OK
208640,20250806,476.0,461.71999999999997,494.0404,443.2512,SL_FIRST,20250806090200,20250806090700,20250806090200,232,OK
208640,20250807,630.0,611.1,653.8770000000001,586.656,SL_ONLY,20250807090200,,20250807090900,375,OK
208640,20250811,640.0,620.8,664.256,595.968,NO_ENTRY,,,,282,OK
208710,20250929,3180.0,3084.6,3300.522,2961.216,SL_FIRST,20250929091300,20250929092300,20250929091500,375,OK
210120,20250806,1450.0,1406.5,1504.9550000000002,1350.24,NO_ENTRY,,,,379,OK
214260,20250527,19940.0,19341.8,20695.726,18568.127999999997,NONE_AFTER_ENTRY,20250527091000,,,371,OK
214270,20250701,3455.0,3351.35,3585.9445,3217.296,NONE_AFTER_ENTRY,20250701093000,,,15,LOW_ROWS
214370,20250513,31500.0,30555.0,32693.850000000002,29332.8,NONE_AFTER_ENTRY,20250513090000,,,382,OK
214610,20250522,6910.0,6702.7,7171.889,6434.592,NO_ENTRY,,,,380,OK
214610,20250523,8000.0,7760.0,8303.2,7449.599999999999,SL_ONLY,20250523090000,,20250523090400,381,OK
215600,20250423,3800.0,3686.0,3944.0200000000004,3538.56,TP_FIRST,20250423090300,20250423090800,20250423110900,376,OK
215600,20250424,4450.0,4316.5,4618.655000000001,4143.84,SL_ONLY,20250424090500,,20250424092300,381,OK
215790,20251017,559.0,542.23,580.1861,520.5408,SL_FIRST,20251017090100,20251017091800,20251017090100,370,OK
215790,20251030,648.0,628.56,672.5592,603.4175999999999,SL_FIRST,20251030090000,20251030093900,20251030090000,374,OK
215790,20251104,725.0,703.25,752.4775000000001,675.12,TP_FIRST,20251104090100,20251104090100,20251104090400,368,OK
215790,20251112,830.0,805.1,861.4570000000001,772.896,SL_ONLY,20251112090000,,20251112090200,380,OK
217330,20250516,4800.0,4656.0,4981.92,4469.76,SL_ONLY,20250516090000,,20250516090100,361,OK
217330,20251013,3840.0,3724.7999999999997,3985.536,3575.8079999999995,SL_ONLY,20251013090200,,20251013090200,377,OK
217330,20251223,9240.0,8962.8,9590.196,8604.287999999999,SL_ONLY,20251223110000,,20251223110000,15,LOW_ROWS
217590,20251217,23350.0,22649.5,24234.965,21743.52,TP_FIRST,20251217090000,20251217090100,20251217090700,380,OK
217590,20251224,25650.0,24880.5,26622.135000000002,23885.28,SL_ONLY,20251224090000,,20251224090400,379,OK
219550,20250722,2650.0,2570.5,2750.435,2467.68,SL_ONLY,20250722090200,,20250722090200,378,OK
220260,20251202,5370.0,5208.9,5573.523,5000.544,TP_ONLY,20251202094000,20251202113300,,382,OK
221800,20251106,5210.0,5053.7,5407.459,4851.552,TP_ONLY,20251106090300,20251106090400,,297,OK
221800,20251107,5610.0,5441.7,5822.619000000001,5224.031999999999,TP_FIRST,20251107090000,20251107090000,20251107090300,378,OK
221800,20251119,6700.0,6499.0,6953.93,6239.04,SL_ONLY,20251119142400,,20251119143700,377,OK
221840,20250728,3165.0,3070.0499999999997,3284.9535,2947.2479999999996,TP_FIRST,20250728090200,20250728090300,20250728090400,376,OK
223250,20251219,7410.0,7187.7,7690.839,6900.192,TP_ONLY,20251219090000,20251219101700,,382,OK
223310,20250625,4910.0,4762.7,5096.089,4572.192,NO_ENTRY,,,,381,OK
226330,20251113,5160.0,5005.2,5355.564,4804.991999999999,TP_ONLY,20251113101800,20251113103200,,381,OK
