stk_cd,t1_dt,t1_open,entry,tp,sl,result,entry_tm,tp_tm,sl_tm,rows,data_quality
021045,20250429,6690.0,6489.3,6943.551,6229.728,NO_ENTRY,,,,14,LOW_ROWS
021045,20250430,4690.0,4549.3,4867.751,4367.328,NO_ENTRY,,,,15,LOW_ROWS
021045,20250509,6260.0,6072.2,6497.254,5829.312,SL_ONLY,20250509093000,,20250509093000,15,LOW_ROWS
021045,20250930,3990.0,3870.2999999999997,4141.221,3715.4879999999994,NO_ENTRY,,,,14,LOW_ROWS
021045,20251001,4300.0,4171.0,4462.97,4004.16,SL_ONLY,20251001093000,,20251001093000,15,LOW_ROWS
021045,20251222,4100.0,3977.0,4255.39,3817.92,SL_ONLY,20251222093000,,20251222093000,15,LOW_ROWS
021880,20250516,481.0,466.57,499.22990000000004,447.9072,TP_FIRST,20250516090000,20250516090000,20250516090500,375,OK
023770,20251010,5600.0,5432.0,5812.240000000001,5214.72,NONE_AFTER_ENTRY,20251010100900,,,372,OK
023790,20250807,999.0,969.03,1036.8621,930.2687999999999,NO_ENTRY,,,,377,OK
023790,20250808,1245.0,1207.6499999999999,1292.1854999999998,1159.3439999999998,TP_ONLY,20250808090000,20250808090000,,378,OK
023790,20250829,1357.0,1316.29,1408.4303,1263.6383999999998,TP_ONLY,20250829090200,20250829090300,,239,OK
023790,20250901,1821.0,1766.37,1890.0159,1695.7151999999999,SL_ONLY,20250901090300,,20250901090800,375,OK
023790,20250908,2465.0,2391.0499999999997,2558.4235,2295.4079999999994,TP_ONLY,20250908090200,20250908092800,,238,OK
023790,20250909,3365.0,3264.0499999999997,3492.5335,3133.488,TP_ONLY,20250909090200,20250909090400,,297,OK
023790,20251024,3550.0,3443.5,3684.545,3305.7599999999998,SL_ONLY,20251024090000,,20251024090000,380,OK
023790,20251117,2370.0,2298.9,2459.8230000000003,2206.944,SL_ONLY,20251117090000,,20251117091000,380,OK
024060,20250616,19330.0,18750.1,20062.607,18000.095999999998,SL_ONLY,20250616091600,,20250616123500,380,OK
024720,20250619,18900.0,18333.0,19616.31,17599.68,SL_ONLY,20250619092300,,20250619095500,380,OK
024830,20250409,13900.0,13483.0,14426.810000000001,12943.68,SL_FIRST,20250409090200,20250409090900,20250409090200,372,OK
024830,20250513,10890.0,10563.3,11302.731,10140.767999999998,SL_ONLY,20250513090200,,20250513090200,374,OK
025440,20250602,1162.0,1127.1399999999999,1206.0398,1082.0543999999998,SL_ONLY,20250602091200,,20250602091200,377,OK
025550,20250407,4575.0,4437.75,4748.3925,4260.24,NO_ENTRY,,,,380,OK
025550,20250421,4790.0,4646.3,4971.541,4460.448,SL_FIRST,20250421090100,20250421095100,20250421090300,382,OK
025620,20251001,15220.0,14763.4,15796.838,14172.864,NO_ENTRY,,,,194,LOW_ROWS
025620,20251002,19780.0,19186.6,20529.662,18419.136,SL_ONLY,20251002090200,,20251002090200,374,OK
025750,20250513,970.0,940.9,1006.763,903.2639999999999,SL_ONLY,20250513090000,,20250513090000,379,OK
025770,20250620,12720.0,12338.4,13202.088,11844.864,SL_ONLY,20250620091300,,20250620123200,378,OK
025890,20251224,2220.0,2153.4,2304.1380000000004,2067.264,SL_ONLY,20251224090000,,20251224090000,348,OK
025950,20250402,65400.0,63438.0,67878.66,60900.479999999996,SL_FIRST,20250402090200,20250402135000,20250402091000,378,OK
025950,20251205,27600.0,26772.0,28646.04,25701.12,SL_ONLY,20251205150600,,20251205150700,379,OK
026040,20250609,2885.0,2798.45,2994.3415,2686.5119999999997,NO_ENTRY,,,,378,OK
026040,20250801,3860.0,3744.2,4006.294,3594.432,NO_ENTRY,,,,381,OK
027040,20250516,231.0,224.07,239.75490000000002,215.10719999999998,SL_ONLY,20250516090000,,20250516090100,337,OK
027050,20250623,3075.0,2982.75,3191.5425,2863.44,NO_ENTRY,,,,382,OK
027740,20250520,1169.0,1133.93,1213.3051,1088.5728,SL_FIRST,20250520090000,20250520093000,20250520090100,378,OK
028080,20250407,3350.0,3249.5,3476.965,3119.52,TP_ONLY,20250407090200,20250407090200,,200,OK
028080,20250408,4200.0,4074.0,4359.18,3911.04,SL_FIRST,20250408090200,20250408090600,20250408090300,379,OK
030530,20251013,19850.0,19254.5,20602.315000000002,18484.32,NO_ENTRY,,,,380,OK
031860,20250902,974.0,944.78,1010.9146000000001,906.9888,NO_ENTRY,,,,381,OK
032080,20250404,1765.0,1712.05,1831.8935000000001,1643.568,SL_ONLY,20250404090000,,20250404090000,375,OK
032500,20250602,11300.0,10961.0,11728.27,10522.56,NONE_AFTER_ENTRY,20250602090400,,,381,OK
032940,20250605,6920.0,6712.4,7182.268,6443.9039999999995,TP_FIRST,20250605090200,20250605090200,20250605094800,379,OK
032960,20251022,16050.0,15568.5,16658.295000000002,14945.76,TP_ONLY,20251022090100,20251022090200,,380,OK
033170,20251010,1099.0,1066.03,1140.6521,1023.3888,TP_FIRST,20251010090300,20251010090300,20251010090400,379,OK
033310,20250423,2415.0,2342.5499999999997,2506.5285,2248.8479999999995,SL_FIRST,20250423104300,20250423142200,20250423111700,378,OK
033530,20251021,8280.0,8031.599999999999,8593.812,7710.335999999999,NO_ENTRY,,,,379,OK
035290,20250424,936.0,907.92,971.4744000000001,871.6031999999999,SL_ONLY,20250424090000,,20250424090000,370,OK
035290,20251016,1019.0,988.43,1057.6201,948.8928,SL_ONLY,20251016090000,,20251016090000,380,OK
035620,20250623,577.0,559.6899999999999,598.8683,537.3023999999999,SL_ONLY,20250623090000,,20250623090200,373,OK
036630,20250502,4389.0,4257.33,4555.3431,4087.0368,SL_ONLY,20250502090200,,20250502090200,374,OK
036630,20250528,6422.0,6229.34,6665.393800000001,5980.1664,SL_FIRST,20250528090000,20250528093600,20250528090000,374,OK
036630,20251113,10300.0,9991.0,10690.37,9591.359999999999,NO_ENTRY,,,,211,OK
036630,20251114,12120.0,11756.4,12579.348,11286.143999999998,AMBIGUOUS_SAME_MIN,20251114090200,20251114090200,20251114090200,374,OK
037230,20250423,1923.0,1865.31,1995.8817000000001,1790.6976,SL_ONLY,20250423090800,,20250423140100,360,OK
037230,20250429,2670.0,2589.9,2771.193,2486.304,SL_ONLY,20250429090200,,20250429090200,373,OK
037370,20251014,7010.0,6799.7,7275.679,6527.7119999999995,SL_FIRST,20251014090000,20251014103900,20251014090000,379,OK
038460,20250424,4530.0,4394.099999999999,4701.687,4218.335999999999,SL_ONLY,20250424090300,,20250424090300,379,OK
038460,20251216,4085.0,3962.45,4239.8215,3803.9519999999998,SL_FIRST,20251216090300,20251216090900,20251216090300,381,OK
038500,20251212,4755.0,4612.349999999999,4935.2145,4427.855999999999,SL_FIRST,20251212090900,20251212120100,20251212091000,377,OK
038500,20251215,5760.0,5587.2,5978.304,5363.7119999999995,TP_FIRST,20251215090000,20251215090100,20251215091600,380,OK
038870,20250411,4500.0,4365.0,4670.55,4190.4,TP_ONLY,20250411090400,20250411090400,,379,OK
038870,20250423,4950.0,4801.5,5137.6050000000005,4609.44,TP_ONLY,20250423090400,20250423104400,,378,OK
039240,20250407,7050.0,6838.5,7317.195000000001,6564.96,NO_ENTRY,,,,356,OK
039240,20250408,8830.0,8565.1,9164.657000000001,8222.496,SL_FIRST,20250408090000,20250408090400,20250408090000,379,OK
039240,20250421,8200.0,7954.0,8510.78,7635.84,SL_FIRST,20250421090100,20250421094800,20250421090200,376,OK
039830,20250630,14000.0,13580.0,14530.6,13036.8,NO_ENTRY,,,,331,OK
039830,20250701,16520.0,16024.4,17146.108,15383.423999999999,SL_FIRST,20250701090100,20250701123000,20250701090300,376,OK
039830,20250819,21400.0,20758.0,22211.06,19927.68,SL_ONLY,20250819090000,,20250819090500,381,OK
039860,20251210,4300.0,4171.0,4462.97,4004.16,NONE_AFTER_ENTRY,20251210143200,,,379,OK
040300,20251107,3930.0,3812.1,4078.947,3659.616,TP_FIRST,20251107090000,20251107090200,20251107091100,374,OK
040300,20251201,4380.0,4248.599999999999,4546.0019999999995,4078.6559999999995,TP_ONLY,20251201090600,20251201092100,,380,OK
040350,20250902,961.0,932.17,997.4219,894.8831999999999,SL_ONLY,20250902090200,,20250902090200,378,OK
040350,20251219,722.0,700.34,749.3638000000001,672.3264,SL_ONLY,20251219090500,,20251219110100,320,OK
041910,20250512,8600.0,8342.0,8925.94,8008.32,SL_FIRST,20250512090300,20250512091900,20250512090700,378,OK
042040,20250625,351.0,340.46999999999997,364.30289999999997,326.85119999999995,SL_FIRST,20250625090200,20250625091000,20250625090200,372,OK
042600,20251020,13730.0,13318.1,14250.367000000002,12785.376,TP_ONLY,20251020090000,20251020091100,,381,OK
042940,20250403,5340.0,5179.8,5542.386,4972.608,NO_ENTRY,,,,99,LOW_ROWS
042940,20250404,6940.0,6731.8,7203.026000000001,6462.528,NO_ENTRY,,,,157,LOW_ROWS
042940,20250407,9020.0,8749.4,9361.858,8399.423999999999,NO_ENTRY,,,,126,LOW_ROWS
042940,20250408,11720.0,11368.4,12164.188,10913.663999999999,NO_ENTRY,,,,133,LOW_ROWS
042940,20250409,15230.0,14773.1,15807.217,14182.176,NO_ENTRY,,,,205,OK
042940,20250414,22500.0,21825.0,23352.75,20952.0,NO_ENTRY,,,,379,OK
042940,20250417,38000.0,36860.0,39440.200000000004,35385.6,NO_ENTRY,,,,371,OK
042940,20250418,53400.0,51798.0,55423.86,49726.08,SL_ONLY,20250418105500,,20250418105500,375,OK
042940,20250502,24550.0,23813.5,25480.445,22860.96,TP_ONLY,20250502090200,20250502090500,,377,OK
042940,20250508,36750.0,35647.5,38142.825000000004,34221.6,NO_ENTRY,,,,381,OK
042940,20250509,51000.0,49470.0,52932.9,47491.2,TP_FIRST,20250509090400,20250509091200,20250509130100,378,OK
042940,20250613,17700.0,17169.0,18370.83,16482.239999999998,SL_ONLY,20250613090300,,20250613090300,380,OK
042940,20250703,14370.0,13938.9,14914.623,13381.344,TP_ONLY,20250703090100,20250703090900,,378,OK
042940,20251204,9840.0,9544.8,10212.936,9163.008,NO_ENTRY,,,,351,OK
042940,20251205,12790.0,12406.3,13274.741,11910.047999999999,NO_ENTRY,,,,286,OK
042940,20251208,14400.0,13968.0,14945.76,13409.279999999999,TP_ONLY,20251208091500,20251208092000,,376,OK
043100,20250425,2000.0,1940.0,2075.8,1862.3999999999999,SL_ONLY,20250425105400,,20250425130500,376,OK
043100,20250508,2580.0,2502.6,2677.782,2402.4959999999996,NO_ENTRY,,,,378,OK
043100,20251017,2315.0,2245.5499999999997,2402.7385,2155.7279999999996,TP_FIRST,20251017090200,20251017090500,20251017095300,377,OK
043200,20250514,855.0,829.35,887.4045000000001,796.176,NO_ENTRY,,,,210,OK
043200,20250515,1237.0,1199.8899999999999,1283.8823,1151.8944,NO_ENTRY,,,,238,OK
043200,20250516,1300.0,1261.0,1349.27,1210.56,SL_ONLY,20250516090000,,20250516090100,377,OK
043200,20250612,1739.0,1686.83,1804.9081,1619.3567999999998,SL_FIRST,20250612090000,20250612102500,20250612090200,378,OK
043260,20251209,4500.0,4365.0,4670.55,4190.4,TP_ONLY,20251209090300,20251209090400,,233,OK
043260,20251210,5310.0,5150.7,5511.249,4944.672,SL_FIRST,20251210090000,20251210090500,20251210090000,379,OK
043340,20250410,670.0,649.9,695.393,623.904,SL_FIRST,20250410090000,20250410094000,20250410090000,368,OK
043590,20250718,910.0,882.6999999999999,944.489,847.3919999999999,SL_ONLY,20250718090200,,20250718090200,375,OK
043710,20250414,644.0,624.68,668.4076,599.6927999999999,TP_ONLY,20250414090000,20250414090700,,312,OK
044180,20250401,1095.0,1062.1499999999999,1136.5004999999999,1019.6639999999999,SL_FIRST,20250401090000,20250401091700,20250401090500,377,OK
044180,20250825,683.0,662.51,708.8857,636.0096,SL_FIRST,20250825090200,20250825090900,20250825090200,380,OK
044180,20250909,813.0,788.61,843.8127000000001,757.0656,NO_ENTRY,,,,380,OK
044180,20251103,755.0,732.35,783.6145,703.056,SL_ONLY,20251103090000,,20251103090400,381,OK
044480,20250807,510.0,494.7,529.3290000000001,474.912,SL_ONLY,20250807091000,,20250807091000,181,LOW_ROWS
044480,20250808,550.0,533.5,570.845,512.16,AMBIGUOUS_SAME_MIN,20250808090000,20250808090000,20250808090000,376,OK
044480,20250812,610.0,591.6999999999999,633.1189999999999,568.0319999999999,TP_FIRST,20250812091600,20250812092500,20250812131100,379,OK
044480,20250902,504.0,488.88,523.1016000000001,469.3248,TP_FIRST,20250902090000,20250902090000,20250902091300,380,OK
044480,20250912,576.0,558.72,597.8304,536.3712,TP_FIRST,20250912090000,20250912090400,20250912151700,379,OK
044990,20251113,18900.0,18333.0,19616.31,17599.68,NO_ENTRY,,,,382,OK
045340,20250814,9100.0,8827.0,9444.890000000001,8473.92,SL_ONLY,20250814090000,,20250814102800,381,OK
045510,20250611,1264.0,1226.08,1311.9056,1177.0367999999999,SL_ONLY,20250611090300,,20250611090300,366,OK
045510,20250819,1300.0,1261.0,1349.27,1210.56,SL_ONLY,20250819090100,,20250819090200,375,OK
045660,20250402,39700.0,38509.0,41204.630000000005,36968.64,SL_FIRST,20250402090100,20250402141400,20250402091000,382,OK
045970,20250729,5210.0,5053.7,5407.459,4851.552,SL_ONLY,20250729091200,,20250729094700,382,OK
046120,20250620,4245.0,4117.65,4405.8855,3952.9439999999995,TP_ONLY,20250620092100,20250620093500,,382,OK
046390,20250820,1704.0,1652.8799999999999,1768.5816,1586.7648,TP_ONLY,20250820090000,20250820090700,,382,OK
046940,20250513,3695.0,3584.15,3835.0405000000005,3440.784,TP_FIRST,20250513090000,20250513090100,20250513100900,380,OK
047400,20251013,2210.0,2143.7,2293.759,2057.9519999999998,SL_ONLY,20251013090600,,20251013090600,375,OK
047400,20251014,2250.0,2182.5,2335.275,2095.2,SL_FIRST,20251014090500,20251014100500,20251014090700,375,OK
048430,20250407,15950.0,15471.5,16554.505,14852.64,TP_ONLY,20250407131900,20250407143900,,375,OK
048470,20250410,4820.0,4675.4,5002.678,4488.383999999999,NO_ENTRY,,,,379,OK
048770,20250916,2790.0,2706.2999999999997,2895.741,2598.048,SL_ONLY,20250916090000,,20250916090300,375,OK
048870,20250417,4600.0,4462.0,4774.34,4283.5199999999995,SL_ONLY,20250417090400,,20250417090600,376,OK
049070,20251230,20700.0,20079.0,21484.530000000002,19275.84,NONE_AFTER_ENTRY,20251230091000,,,382,OK
049180,20250910,962.0,933.14,998.4598000000001,895.8144,SL_ONLY,20250910090200,,20250910090200,377,OK
049180,20251114,899.0,872.03,933.0721,837.1487999999999,TP_FIRST,20251114090200,20251114090400,20251114121100,378,OK
049180,20251223,1123.0,1089.31,1165.5617,1045.7376,NO_ENTRY,,,,336,OK
049180,20251224,1459.0,1415.23,1514.2961,1358.6208,NO_ENTRY,,,,207,OK
049180,20251226,1896.0,1839.12,1967.8584,1765.5551999999998,SL_ONLY,20251226102300,,20251226102300,378,OK
049180,20251229,1698.0,1647.06,1762.3542,1581.1776,SL_ONLY,20251229090400,,20251229090500,378,OK
049470,20250710,640.0,620.8,664.256,595.968,NO_ENTRY,,,,376,OK
049470,20250715,1184.0,1148.48,1228.8736000000001,1102.5408,NO_ENTRY,,,,15,LOW_ROWS
049470,20250716,1539.0,1492.83,1597.3281,1433.1167999999998,NO_ENTRY,,,,15,LOW_ROWS
049470,20250721,2600.0,2522.0,2698.54,2421.12,SL_ONLY,20250721090400,,20250721090400,373,OK
049470,20250901,3610.0,3501.7,3746.819,3361.6319999999996,SL_ONLY,20250901090000,,20250901091100,382,OK
050090,20250411,787.0,763.39,816.8273,732.8543999999999,SL_ONLY,20250411120800,,20250411130600,341,OK
050090,20250516,1012.0,981.64,1050.3548,942.3743999999999,TP_FIRST,20250516090500,20250516090600,20250516092700,361,OK
050090,20250710,1193.0,1157.21,1238.2147000000002,1110.9216,TP_FIRST,20250710090200,20250710090200,20250710090300,379,OK
050090,20250716,1426.0,1383.22,1480.0454000000002,1327.8912,SL_ONLY,20250716090200,,20250716090300,376,OK
050120,20250813,3300.0,3201.0,3425.07,3072.96,TP_FIRST,20250813090200,20250813090300,20250813090400,379,OK
051630,20250407,4030.0,3909.1,4182.737,3752.736,TP_ONLY,20250407090000,20250407090300,,379,OK
051630,20250409,5900.0,5723.0,6123.610000000001,5494.08,SL_ONLY,20250409090000,,20250409091200,380,OK
051780,20250918,1163.0,1128.11,1207.0777,1082.9856,TP_ONLY,20250918090200,20250918090200,,378,OK
051780,20250919,1584.0,1536.48,1644.0336000000002,1475.0208,SL_ONLY,20250919090300,,20250919090300,377,OK
051780,20250925,1301.0,1261.97,1350.3079,1211.4912,NO_ENTRY,,,,333,OK
051780,20251015,1477.0,1432.69,1532.9783000000002,1375.3824,SL_FIRST,20251015090200,20251015101400,20251015090300,378,OK
051780,20251217,1316.0,1276.52,1365.8764,1225.4592,TP_FIRST,20251217090000,20251217090100,20251217092500,376,OK
051980,20251027,4040.0,3918.7999999999997,4193.116,3762.048,SL_FIRST,20251027090200,20251027120200,20251027090500,378,OK
052400,20250508,50000.0,48500.0,51895.0,46560.0,NONE_AFTER_ENTRY,20250508090200,,,382,OK
052400,20250605,61500.0,59655.0,63830.850000000006,57268.799999999996,NO_ENTRY,,,,379,OK
052420,20250904,1996.0,1936.12,2071.6484,1858.6752,SL_ONLY,20250904090500,,20250904135900,382,OK
052770,20250929,2519.0,2443.43,2614.4701,2345.6928,SL_ONLY,20250929090200,,20250929090200,369,OK
053580,20250508,16120.0,15636.4,16730.948,15010.944,SL_FIRST,20250508090100,20250508095300,20250508091300,380,OK
053690,20250620,23700.0,22989.0,24598.230000000003,22069.44,SL_ONLY,20250620090200,,20250620091900,382,OK
053700,20251230,5400.0,5238.0,5604.660000000001,5028.48,NO_ENTRY,,,,377,OK
053950,20251030,772.0,748.84,801.2588000000001,718.8864,SL_FIRST,20251030090000,20251030092600,20251030090000,379,OK
053950,20251106,967.0,937.99,1003.6493,900.4703999999999,SL_ONLY,20251106102600,,20251106120100,377,OK
054180,20250515,2400.0,2328.0,2490.96,2234.88,SL_ONLY,20250515090200,,20250515090200,169,LOW_ROWS
054180,20250519,4425.0,4292.25,4592.7075,4120.5599999999995,SL_ONLY,20250519090200,,20250519090200,373,OK
054220,20250519,424.0,411.28,440.0696,394.82879999999994,SL_ONLY,20250519090100,,20250519090100,375,OK
054220,20250826,483.0,468.51,501.3057,449.76959999999997,SL_ONLY,20250826091400,,20250826114000,381,OK
054300,20250415,673.0,652.81,698.5067,626.6976,SL_ONLY,20250415090100,,20250415090300,381,OK
054300,20250421,1054.0,1022.38,1093.9466,981.4848,NO_ENTRY,,,,245,OK
054300,20250422,1370.0,1328.8999999999999,1421.923,1275.744,SL_ONLY,20250422090700,,20250422090700,368,OK
054540,20250901,9020.0,8749.4,9361.858,8399.423999999999,NO_ENTRY,,,,381,OK
054540,20250911,16390.0,15898.3,17011.181,15262.367999999999,SL_ONLY,20250911090200,,20250911090500,382,OK
054920,20250708,5340.0,5179.8,5542.386,4972.608,SL_ONLY,20250708090300,,20250708091400,382,OK
056080,20250513,12180.0,11814.6,12641.622000000001,11342.016,NONE_AFTER_ENTRY,20250513090300,,,372,OK
056080,20250514,15140.0,14685.8,15713.806,14098.367999999999,NO_ENTRY,,,,368,OK
056080,20250515,19190.0,18614.3,19917.301,17869.728,SL_ONLY,20250515090700,,20250515090700,377,OK
057540,20250429,1400.0,1358.0,1453.0600000000002,1303.68,SL_ONLY,20250429090000,,20250429090000,379,OK
058450,20250512,1360.0,1319.2,1411.544,1266.432,SL_ONLY,20250512090200,,20250512090200,334,OK
058450,20250617,1410.0,1367.7,1463.439,1312.992,NO_ENTRY,,,,378,OK
058820,20250417,3055.0,2963.35,3170.7845,2844.816,TP_ONLY,20250417090300,20250417094300,,380,OK
060250,20250710,15750.0,15277.5,16346.925000000001,14666.4,NO_ENTRY,,,,382,OK
060260,20250416,1615.0,1566.55,1676.2085,1503.888,NO_ENTRY,,,,380,OK
060380,20250911,2095.0,2032.1499999999999,2174.4005,1950.8639999999998,NO_ENTRY,,,,377,OK
060900,20250919,1488.0,1443.36,1544.3952,1385.6255999999998,TP_ONLY,20250919090000,20250919090000,,381,OK
062970,20250919,4590.0,4452.3,4763.961,4274.208,TP_FIRST,20250919090100,20250919090600,20250919125300,382,OK
063080,20250610,32500.0,31525.0,33731.75,30264.0,SL_FIRST,20250610090200,20250610093600,20250610090300,379,OK
064260,20250610,5270.0,5111.9,5469.733,4907.423999999999,SL_FIRST,20250610090200,20250610142000,20250610091000,379,OK
064260,20250611,6110.0,5926.7,6341.569,5689.632,TP_ONLY,20250611090200,20250611102400,,382,OK
064260,20250702,7210.0,6993.7,7483.259,6713.951999999999,TP_FIRST,20250702090300,20250702093500,20250702095700,382,OK
064520,20251203,2090.0,2027.3,2169.2110000000002,1946.2079999999999,TP_FIRST,20251203090000,20251203090100,20251203132000,371,OK
065060,20250605,1774.0,1720.78,1841.2346,1651.9488,SL_FIRST,20250605090200,20250605090800,20250605090200,192,LOW_ROWS
065060,20250609,2300.0,2231.0,2387.17,2141.7599999999998,AMBIGUOUS_SAME_MIN,20250609090200,20250609090200,20250609090200,375,OK
065370,20250408,11400.0,11058.0,11832.060000000001,10615.68,NO_ENTRY,,,,284,OK
065370,20250409,15300.0,14841.0,15879.87,14247.359999999999,SL_ONLY,20250409090200,,20250409090400,377,OK
065500,20250402,14250.0,13822.5,14790.075,13269.6,TP_ONLY,20250402091400,20250402101400,,379,OK
065650,20250627,3605.0,3496.85,3741.6295,3356.9759999999997,NO_ENTRY,,,,157,LOW_ROWS
065650,20250630,4685.0,4544.45,4862.5615,4362.672,NO_ENTRY,,,,147,LOW_ROWS
065650,20250701,6090.0,5907.3,6320.811000000001,5671.008,SL_ONLY,20250701091400,,20250701091400,213,OK
065650,20250702,7000.0,6790.0,7265.3,6518.4,SL_ONLY,20250702090200,,20250702090400,376,OK
065650,20251117,2960.0,2871.2,3072.184,2756.352,SL_ONLY,20251117090000,,20251117090300,373,OK
065690,20251205,1240.0,1202.8,1286.996,1154.6879999999999,TP_ONLY,20251205090900,20251205093100,,379,OK
066310,20251107,8780.0,8516.6,9112.762,8175.936,SL_ONLY,20251107090000,,20251107090800,380,OK
066360,20250520,923.0,895.31,957.9817,859.4975999999999,NONE_AFTER_ENTRY,20250520121900,,,378,OK
066430,20251211,1560.0,1513.2,1619.1240000000003,1452.672,TP_FIRST,20251211090900,20251211095300,20251211132200,382,OK
066900,20250910,2995.0,2905.15,3108.5105000000003,2788.944,TP_FIRST,20250910090600,20250910090600,20250910142700,380,OK
066980,20250508,1648.0,1598.56,1710.4592,1534.6175999999998,TP_FIRST,20250508090100,20250508090100,20250508090300,381,OK
066980,20251107,1504.0,1458.8799999999999,1561.0016,1400.5248,SL_ONLY,20251107090000,,20251107090000,380,OK
066980,20251112,1686.0,1635.4199999999998,1749.8994,1570.0031999999999,TP_FIRST,20251112090000,20251112090100,20251112090900,381,OK
067000,20251120,2115.0,2051.5499999999997,2195.1585,1969.4879999999996,TP_ONLY,20251120090100,20251120090100,,381,OK
067080,20250415,19080.0,18507.6,19803.131999999998,17767.296,SL_ONLY,20250415090100,,20250415092000,381,OK
067170,20250626,2950.0,2861.5,3061.8050000000003,2747.04,SL_ONLY,20250626090000,,20250626091300,372,OK
067170,20251204,2455.0,2381.35,2548.0445,2286.096,SL_ONLY,20251204090200,,20251204090400,380,OK
067830,20251219,4060.0,3938.2,4213.874,3780.6719999999996,SL_ONLY,20251219090100,,20251219090700,381,OK
068330,20250530,1840.0,1784.8,1909.736,1713.408,SL_ONLY,20250530124400,,20250530135800,378,OK
069540,20250529,1204.0,1167.8799999999999,1249.6316,1121.1647999999998,NO_ENTRY,,,,379,OK
069540,20251030,976.0,946.72,1012.9904000000001,908.8512,NONE_AFTER_ENTRY,20251030150800,,,377,OK
069640,20250519,1580.0,1532.6,1639.882,1471.2959999999998,SL_FIRST,20250519093700,20250519095000,20250519093900,366,OK
069640,20250526,1944.0,1885.6799999999998,2017.6776,1810.2527999999998,SL_ONLY,20250526090200,,20250526090200,364,OK
069640,20250709,1612.0,1563.6399999999999,1673.0947999999999,1501.0943999999997,TP_ONLY,20250709090200,20250709090200,,379,OK
069920,20250409,1601.0,1552.97,1661.6779000000001,1490.8512,NONE_AFTER_ENTRY,20250409150700,,,379,OK
070300,20250428,3144.0,3049.68,3263.1576,2927.6928,NO_ENTRY,,,,87,LOW_ROWS
070300,20250429,4086.0,3963.42,4240.8594,3804.8831999999998,NO_ENTRY,,,,192,LOW_ROWS
070300,20250430,3671.0,3560.87,3810.1309,3418.4352,NO_ENTRY,,,,378,OK
070590,20250429,2850.0,2764.5,2958.0150000000003,2653.92,TP_FIRST,20250429090300,20250429091200,20250429141800,378,OK
071090,20250416,5060.0,4908.2,5251.774,4711.871999999999,NONE_AFTER_ENTRY,20250416110200,,,382,OK
071090,20250724,5780.0,5606.599999999999,5999.062,5382.335999999999,TP_ONLY,20250724093600,20250724115300,,382,OK
071670,20251226,8200.0,7954.0,8510.78,7635.84,NO_ENTRY,,,,340,OK
071670,20251229,9480.0,9195.6,9839.292000000001,8827.776,TP_ONLY,20251229090000,20251229090000,,379,OK
072470,20250609,3615.0,3506.5499999999997,3752.0085,3366.2879999999996,TP_ONLY,20250609091800,20250609112800,,379,OK
072470,20251023,4655.0,4515.349999999999,4831.4245,4334.735999999999,SL_ONLY,20251023090600,,20251023094300,380,OK
072710,20250916,114400.0,110968.0,118735.76000000001,106529.28,TP_ONLY,20250916090100,20250916091100,,378,OK
072770,20250819,883.0,856.51,916.4657000000001,822.2496,SL_ONLY,20250819090200,,20250819091400,379,OK
072770,20251031,1229.0,1192.1299999999999,1275.5791,1144.4447999999998,TP_FIRST,20251031090400,20251031090500,20251031125400,379,OK
073540,20250903,2375.0,2303.75,2465.0125000000003,2211.6,NONE_AFTER_ENTRY,20250903132100,,,377,OK
073570,20250721,1207.0,1170.79,1252.7453,1123.9584,TP_ONLY,20250721090300,20250721090500,,230,OK
073570,20250722,1699.0,1648.03,1763.3921,1582.1088,NONE_AFTER_ENTRY,20250722090200,,,294,OK
073570,20250723,1830.0,1775.1,1899.357,1704.0959999999998,SL_ONLY,20250723090200,,20250723090300,377,OK
075580,20250522,12290.0,11921.3,12755.791,11444.447999999999,SL_ONLY,20250522090200,,20250522091000,382,OK
076080,20250612,1759.0,1706.23,1825.6661000000001,1637.9808,NO_ENTRY,,,,379,OK
076610,20250731,786.0,762.42,815.7894,731.9232,SL_ONLY,20250731090000,,20250731090100,381,OK
077360,20250731,5310.0,5150.7,5511.249,4944.672,SL_ONLY,20250731090300,,20250731132800,382,OK
078000,20250520,12940.0,12551.8,13430.426,12049.728,NO_ENTRY,,,,315,OK
078000,20250924,21800.0,21146.0,22626.22,20300.16,AMBIGUOUS_SAME_MIN,20250924090300,20250924090300,20250924090300,378,OK
078130,20250722,726.0,704.22,753.5154000000001,676.0512,NO_ENTRY,,,,294,OK
078130,20250723,828.0,803.16,859.3812,771.0336,SL_FIRST,20250723090200,20250723095500,20250723090300,376,OK
078590,20251021,680.0,659.6,705.772,633.216,SL_FIRST,20251021090200,20251021090500,20251021090300,277,OK
078590,20251022,888.0,861.36,921.6552,826.9055999999999,NO_ENTRY,,,,381,OK
078590,20251103,940.0,911.8,975.626,875.328,TP_FIRST,20251103090000,20251103090000,20251103091800,381,OK
079190,20250508,602.0,583.9399999999999,624.8158,560.5823999999999,SL_ONLY,20250508092200,,20250508132900,353,OK
079190,20251015,700.0,679.0,726.5300000000001,651.84,SL_ONLY,20251015090000,,20251015090000,380,OK
079950,20250619,2312.0,2242.64,2399.6248,2152.9343999999996,SL_ONLY,20250619090000,,20250619090000,365,OK
079950,20251229,1387.0,1345.3899999999999,1439.5673,1291.5743999999997,SL_ONLY,20251229090100,,20251229090200,317,OK
