code,name,lastPrice,marketCode,marketName,mrkt_tp
248270,TIGER S&P글로벌헬스케어(합성),00026055,8,ETF,0
249420,일동제약,00036950,0,거래소,0
250730,RISE 차이나HSCEI(H),00010410,8,ETF,0
250780,TIGER 코스닥150선물인버스,00002090,8,ETF,0
251270,넷마블,00054300,0,거래소,0
251340,KODEX 코스닥150선물인버스,00002055,8,ETF,0
251350,KODEX MSCI선진국,00037195,8,ETF,0
251590,PLUS 고배당저변동50,00019110,8,ETF,0
251600,PLUS 고배당주채권혼합,00016720,8,ETF,0
252000,TIGER 200동일가중,00021405,8,ETF,0
252400,RISE 200선물레버리지,00103540,8,ETF,0
252410,RISE 200선물인버스,00001961,8,ETF,0
252420,RISE 200선물인버스2X,00000237,8,ETF,0
