gap_bin,entry_k,tp,sl,entered_trades,tp_cnt,sl_cnt,winrate,EV,ambig_same_min,none_after_entry,no_entry,no_minute_skipped
3~7,0.97,0.09,0.05,76,24,50,0.3157894736842105,-0.004493796141228666,0,2,8,20
3~7,0.97,0.09,0.06,76,27,44,0.35526315789473684,-0.0042942993515144015,0,5,8,20
3~7,0.97,0.1,0.03,76,13,62,0.17105263157894737,-0.007458463524613167,0,1,8,20
3~7,0.97,0.1,0.04,76,15,60,0.19736842105263158,-0.011932147735139485,0,1,8,20
3~7,0.97,0.1,0.05,76,18,55,0.23684210526315788,-0.012800472096839917,0,3,8,20
3~7,0.97,0.1,0.06,76,21,49,0.27631578947368424,-0.012864133201862494,0,6,8,20
7~10,0.94,0.05,0.03,76,30,35,0.39473684210526316,0.005947756884789648,6,5,12,28
7~10,0.94,0.05,0.04,76,32,30,0.42105263157894735,0.004526612001336735,4,10,12,28
7~10,0.94,0.05,0.05,76,38,23,0.5,0.0075376156412584674,0,15,12,28
7~10,0.94,0.05,0.06,76,39,21,0.5131578947368421,0.006247655997065692,0,16,12,28
7~10,0.94,0.06,0.03,76,27,38,0.35526315789473684,0.006342493726894909,6,5,12,28
7~10,0.94,0.06,0.04,76,29,33,0.3815789473684211,0.004789769896073575,4,10,12,28
7~10,0.94,0.06,0.05,76,35,26,0.4605263157894737,0.008195510378100571,0,15,12,28
7~10,0.94,0.06,0.06,76,36,22,0.47368421052631576,0.007384344167348086,0,18,12,28
7~10,0.94,0.07,0.03,76,26,42,0.34210526315789475,0.007395125305842281,3,5,12,28
7~10,0.94,0.07,0.04,76,27,36,0.35526315789473684,0.00518450673817884,3,10,12,28
7~10,0.94,0.07,0.05,76,33,28,0.4342105263157895,0.009642878799153204,0,15,12,28
7~10,0.94,0.07,0.06,76,34,24,0.4473684210526316,0.0087001336410323,0,18,12,28
7~10,0.94,0.08,0.03,76,21,46,0.27631578947368424,0.004249729145043746,3,6,12,28
7~10,0.94,0.08,0.04,76,22,40,0.2894736842105263,0.0016443737352750437,3,11,12,28
7~10,0.94,0.08,0.05,76,28,32,0.3684210526315789,0.00636590369098625,0,16,12,28
7~10,0.94,0.08,0.06,76,29,28,0.3815789473684211,0.005028421690760082,0,19,12,28
7~10,0.94,0.09,0.03,76,20,48,0.2631578947368421,0.005039202829254272,2,6,12,28
7~10,0.94,0.09,0.04,76,21,42,0.27631578947368424,0.0023022684721171476,2,11,12,28
7~10,0.94,0.09,0.05,76,26,34,0.34210526315789475,0.006365903690986248,0,16,12,28
7~10,0.94,0.09,0.06,76,27,30,0.35526315789473684,0.004896842743391659,0,19,12,28
7~10,0.94,0.1,0.03,76,19,49,0.25,0.005960255460833222,2,6,12,28
7~10,0.94,0.1,0.04,76,20,43,0.2631578947368421,0.003223321103696097,2,11,12,28
7~10,0.94,0.1,0.05,76,25,35,0.32894736842105265,0.007813272112038883,0,16,12,28
7~10,0.94,0.1,0.06,76,26,31,0.34210526315789475,0.006344211164444293,0,19,12,28
7~10,0.95,0.05,0.03,76,33,37,0.4342105263157895,0.007105263157894739,6,0,12,28
7~10,0.95,0.05,0.04,76,36,32,0.47368421052631576,0.00652667880142731,6,2,12,28
7~10,0.95,0.05,0.05,76,38,28,0.5,0.004973727531317247,4,6,12,28
7~10,0.95,0.05,0.06,76,44,21,0.5789473684210527,0.008493202601068056,0,11,12,28
7~10,0.95,0.06,0.03,76,31,42,0.40789473684210525,0.007894736842105263,3,0,12,28
7~10,0.95,0.06,0.04,76,35,36,0.4605263157894737,0.008368784064585202,3,2,12,28
7~10,0.95,0.06,0.05,76,36,31,0.47368421052631576,0.006421095952369876,3,6,12,28
7~10,0.95,0.06,0.06,76,42,23,0.5526315789473685,0.011124781548436477,0,11,12,28
7~10,0.95,0.07,0.03,76,22,50,0.2894736842105263,0.0006605664580686009,3,1,12,28
7~10,0.95,0.07,0.04,76,27,43,0.35526315789473684,0.0020556663121274873,3,3,12,28
7~10,0.95,0.07,0.05,76,28,38,0.3684210526315789,-0.0006814954842983651,3,7,12,28
7~10,0.95,0.07,0.06,76,34,30,0.4473684210526316,0.0038906111643998154,0,12,12,28
7~10,0.95,0.08,0.03,76,22,51,0.2894736842105263,0.003160566458068599,2,1,12,28
7~10,0.95,0.08,0.04,76,27,44,0.35526315789473684,0.00508198210160117,2,3,12,28
7~10,0.95,0.08,0.05,76,28,39,0.3684210526315789,0.0023448203051753174,2,7,12,28
7~10,0.95,0.08,0.06,76,33,31,0.4342105263157895,0.006522190111768234,0,12,12,28
7~10,0.95,0.09,0.03,76,18,55,0.23684210526315788,-0.00026048617351034925,2,1,12,28
7~10,0.95,0.09,0.04,76,24,47,0.3157894736842105,0.003503034733180116,2,3,12,28
7~10,0.95,0.09,0.05,76,25,42,0.32894736842105265,0.0005027150420174207,2,7,12,28
7~10,0.95,0.09,0.06,76,30,34,0.39473684210526316,0.004943242743347179,0,12,12,28
7~10,0.95,0.1,0.03,76,15,60,0.19736842105263158,-0.0038131177524577155,0,1,12,28
7~10,0.95,0.1,0.04,76,22,51,0.2894736842105263,0.0019240873647590655,0,3,12,28
7~10,0.95,0.1,0.05,76,23,45,0.3026315789473684,-0.0009710177664580589,0,8,12,28
7~10,0.95,0.1,0.06,76,26,37,0.34210526315789475,0.0011010888822401217,0,13,12,28
7~10,0.96,0.05,0.03,76,29,42,0.3815789473684211,0.0025000000000000014,5,0,12,28
7~10,0.96,0.05,0.04,76,40,34,0.5263157894736842,0.008421052631578949,2,0,12,28
7~10,0.96,0.05,0.05,76,42,32,0.5526315789473685,0.006578947368421052,2,0,12,28
7~10,0.96,0.05,0.06,76,43,27,0.5657894736842105,0.00514908056877815,2,4,12,28
7~10,0.96,0.06,0.03,76,23,49,0.3026315789473684,-0.0011842105263157893,4,0,12,28
7~10,0.96,0.06,0.04,76,32,41,0.42105263157894735,0.003680001346937401,2,1,12,28
7~10,0.96,0.06,0.05,76,35,38,0.4605263157894737,0.0026273697679900314,2,1,12,28
7~10,0.96,0.06,0.06,76,36,33,0.47368421052631576,0.000539608231505024,2,5,12,28
7~10,0.96,0.07,0.03,76,21,51,0.27631578947368424,-0.0007894736842105237,4,0,12,28
7~10,0.96,0.07,0.04,76,30,43,0.39473684210526316,0.004995790820621615,2,1,12,28
7~10,0.96,0.07,0.05,76,35,38,0.4605263157894737,0.007232632925884773,2,1,12,28
7~10,0.96,0.07,0.06,76,36,33,0.47368421052631576,0.0052764503367681865,2,5,12,28
7~10,0.96,0.08,0.03,76,19,53,0.25,-0.0009210526315789462,4,0,12,28
7~10,0.96,0.08,0.04,76,28,45,0.3684210526315789,0.00578526450483214,2,1,12,28
7~10,0.96,0.08,0.05,76,33,40,0.4342105263157895,0.008416843452200558,2,1,12,28
7~10,0.96,0.08,0.06,76,34,35,0.4473684210526316,0.006329081915715552,2,5,12,28
7~10,0.96,0.09,0.03,76,17,59,0.2236842105263158,-0.003157894736842105,0,0,12,28
7~10,0.96,0.09,0.04,76,25,50,0.32894736842105265,0.003285264504832138,0,1,12,28
7~10,0.96,0.09,0.05,76,31,44,0.40789473684210525,0.007758948715358452,0,1,12,28
7~10,0.96,0.09,0.06,76,32,38,0.42105263157894735,0.005772564525749407,0,6,12,28
7~10,0.96,0.1,0.03,76,16,60,0.21052631578947367,-0.002631578947368419,0,0,12,28
7~10,0.96,0.1,0.04,76,24,50,0.3157894736842105,0.005011957517226609,0,2,12,28
7~10,0.96,0.1,0.05,76,30,44,0.39473684210526316,0.01027511541196345,0,2,12,28
7~10,0.96,0.1,0.06,76,31,38,0.40789473684210525,0.008420310169722826,0,7,12,28
7~10,0.97,0.05,0.03,77,28,44,0.36363636363636365,0.0010389610389610407,5,0,11,28
7~10,0.97,0.05,0.04,77,31,42,0.4025974025974026,-0.0016883116883116877,4,0,11,28
7~10,0.97,0.05,0.05,77,40,34,0.5194805194805194,0.0037581054796164528,2,1,11,28
7~10,0.97,0.05,0.06,77,44,30,0.5714285714285714,0.005056806778317754,2,1,11,28
7~10,0.97,0.06,0.03,77,27,46,0.35064935064935066,0.003116883116883117,4,0,11,28
7~10,0.97,0.06,0.04,77,30,43,0.38961038961038963,0.0010389610389610377,4,0,11,28
7~10,0.97,0.06,0.05,77,39,35,0.5064935064935064,0.007524339245850217,2,1,11,28
7~10,0.97,0.06,0.06,77,44,30,0.5714285714285714,0.010771092492603464,2,1,11,28
7~10,0.97,0.07,0.03,77,25,48,0.3246753246753247,0.004025974025974029,4,0,11,28
7~10,0.97,0.07,0.04,77,27,46,0.35064935064935066,0.0006493506493506512,4,0,11,28
7~10,0.97,0.07,0.05,77,36,38,0.4675324675324675,0.00791394963546061,2,1,11,28
7~10,0.97,0.07,0.06,77,41,33,0.5324675324675324,0.01142044314195412,2,1,11,28
7~10,0.97,0.08,0.03,77,21,56,0.2727272727272727,1.261617073437678e-18,0,0,11,28
7~10,0.97,0.08,0.04,77,23,54,0.2987012987012987,-0.004155844155844156,0,0,11,28
7~10,0.97,0.08,0.05,77,31,45,0.4025974025974026,0.002849014570525542,0,1,11,28
7~10,0.97,0.08,0.06,77,37,39,0.4805194805194805,0.00791394963546061,0,1,11,28
7~10,0.97,0.09,0.03,77,19,58,0.24675324675324675,-0.0003896103896103896,0,0,11,28
7~10,0.97,0.09,0.04,77,21,56,0.2727272727272727,-0.004545454545454547,0,0,11,28
7~10,0.97,0.09,0.05,77,29,46,0.37662337662337664,0.003512818589595033,0,2,11,28
7~10,0.97,0.09,0.06,77,35,40,0.45454545454545453,0.00922710430388075,0,2,11,28
7~10,0.97,0.1,0.03,77,18,59,0.23376623376623376,0.0003896103896103918,0,0,11,28
7~10,0.97,0.1,0.04,77,20,57,0.2597402597402597,-0.003636363636363635,0,0,11,28
7~10,0.97,0.1,0.05,77,27,47,0.35064935064935066,0.004586972712350042,0,3,11,28
7~10,0.97,0.1,0.06,77,32,42,0.4155844155844156,0.00887268699806433,0,3,11,28
10~15,0.94,0.05,0.03,60,33,20,0.55,0.01743640148011101,6,1,3,15
10~15,0.94,0.05,0.04,60,36,16,0.6,0.019092337591278898,5,3,3,15
10~15,0.94,0.05,0.05,60,43,12,0.7166666666666667,0.025134020984829013,1,4,3,15
10~15,0.94,0.05,0.06,60,45,9,0.75,0.02586975040008147,1,5,3,15
10~15,0.94,0.06,0.03,60,32,22,0.5333333333333333,0.020936401480111007,5,1,3,15
10~15,0.94,0.06,0.04,60,34,18,0.5666666666666667,0.021584513657923046,4,4,3,15
10~15,0.94,0.06,0.05,60,40,13,0.6666666666666666,0.02846421885165403,1,6,3,15
10~15,0.94,0.06,0.06,60,42,10,0.7,0.029366614933573155,1,7,3,15
10~15,0.94,0.07,0.03,60,28,29,0.4666666666666667,0.01810306814677768,2,1,3,15
10~15,0.94,0.07,0.04,60,29,24,0.48333333333333334,0.017417846991256383,3,4,3,15
10~15,0.94,0.07,0.05,60,35,17,0.5833333333333334,0.025266150249129395,1,7,3,15
10~15,0.94,0.07,0.06,60,36,15,0.6,0.023668546331048517,1,8,3,15
10~15,0.94,0.08,0.03,60,22,36,0.36666666666666664,0.011269734813444343,1,1,3,15
10~15,0.94,0.08,0.04,60,24,30,0.4,0.011310192769390999,1,5,3,15
10~15,0.94,0.08,0.05,60,31,19,0.5166666666666667,0.023672801803550327,0,10,3,15
10~15,0.94,0.08,0.06,60,32,17,0.5333333333333333,0.02190853121880278,0,11,3,15
10~15,0.94,0.09,0.03,60,15,42,0.25,0.0022181551873966315,1,2,3,15
10~15,0.94,0.09,0.04,60,19,34,0.31666666666666665,0.0059252798100099535,1,6,3,15
10~15,0.94,0.09,0.05,60,26,23,0.43333333333333335,0.01878788884416928,0,11,3,15
10~15,0.94,0.09,0.06,60,27,21,0.45,0.016523618259421734,0,12,3,15
10~15,0.94,0.1,0.03,60,14,43,0.23333333333333334,0.0025514885207299667,1,2,3,15
10~15,0.94,0.1,0.04,60,18,35,0.3,0.00675861314334329,1,6,3,15
10~15,0.94,0.1,0.05,60,25,24,0.4166666666666667,0.02062122217750262,0,11,3,15
10~15,0.94,0.1,0.06,60,26,22,0.43333333333333335,0.018356951592755074,0,12,3,15
10~15,0.95,0.05,0.03,60,30,23,0.5,0.013500000000000002,7,0,3,15
10~15,0.95,0.05,0.04,60,36,18,0.6,0.017761632341723878,5,1,3,15
10~15,0.95,0.05,0.05,60,38,15,0.6333333333333333,0.018401891932423326,4,3,3,15
10~15,0.95,0.05,0.06,60,43,10,0.7166666666666667,0.02356758147179241,1,6,3,15
10~15,0.95,0.06,0.03,60,26,31,0.43333333333333335,0.0105,3,0,3,15
10~15,0.95,0.06,0.04,60,31,26,0.5166666666666667,0.01342829900839054,2,1,3,15
10~15,0.95,0.06,0.05,60,32,22,0.5333333333333333,0.012901891932423325,3,3,3,15
10~15,0.95,0.06,0.06,60,38,15,0.6333333333333333,0.020734248138459078,1,6,3,15
10~15,0.95,0.07,0.03,60,19,39,0.31666666666666665,0.0026666666666666696,2,0,3,15
10~15,0.95,0.07,0.04,60,24,34,0.4,0.0050949656750572106,1,1,3,15
10~15,0.95,0.07,0.05,60,26,29,0.43333333333333335,0.004955020035700388,1,4,3,15
10~15,0.95,0.07,0.06,60,33,18,0.55,0.017285741957219446,0,9,3,15
10~15,0.95,0.08,0.03,60,13,45,0.21666666666666667,-0.004568580542264751,1,1,3,15
10~15,0.95,0.08,0.04,60,17,40,0.2833333333333333,-0.0036402815338742113,1,2,3,15
10~15,0.95,0.08,0.05,60,21,33,0.35,-0.00011356050656436709,1,5,3,15
10~15,0.95,0.08,0.06,60,28,22,0.4666666666666667,0.012717161414954692,0,10,3,15
10~15,0.95,0.09,0.03,60,11,47,0.18333333333333332,-0.006401913875598086,1,1,3,15
10~15,0.95,0.09,0.04,60,15,42,0.25,-0.005140281533874213,1,2,3,15
10~15,0.95,0.09,0.05,60,19,34,0.31666666666666665,-0.0007949862932533134,1,6,3,15
10~15,0.95,0.09,0.06,60,26,23,0.43333333333333335,0.013035735628265745,0,11,3,15
10~15,0.95,0.1,0.03,60,9,49,0.15,-0.008901913875598085,1,1,3,15
10~15,0.95,0.1,0.04,60,14,43,0.23333333333333334,-0.004973614867207544,1,2,3,15
10~15,0.95,0.1,0.05,60,19,34,0.31666666666666665,0.0023716803734133564,1,6,3,15
10~15,0.95,0.1,0.06,60,26,23,0.43333333333333335,0.01736906896159908,0,11,3,15
10~15,0.96,0.05,0.03,61,23,32,0.3770491803278688,0.0031147540983606577,6,0,2,15
10~15,0.96,0.05,0.04,61,32,26,0.5245901639344263,0.00918032786885246,3,0,2,15
10~15,0.96,0.05,0.05,61,37,21,0.6065573770491803,0.012711971370871943,2,1,2,15
10~15,0.96,0.05,0.06,61,38,17,0.6229508196721312,0.013169532789414788,3,3,2,15
10~15,0.96,0.06,0.03,61,16,41,0.26229508196721313,-0.004426229508196722,4,0,2,15
10~15,0.96,0.06,0.04,61,23,36,0.3770491803278688,-0.0009836065573770505,2,0,2,15
10~15,0.96,0.06,0.05,61,28,31,0.45901639344262296,0.0017283648134948908,1,1,2,15
10~15,0.96,0.06,0.06,61,30,26,0.4918032786885246,0.0020719969609788633,1,4,2,15
10~15,0.96,0.07,0.03,61,12,47,0.19672131147540983,-0.0089328738201689,1,1,2,15
10~15,0.96,0.07,0.04,61,16,43,0.26229508196721313,-0.009424677098857425,1,1,2,15
10~15,0.96,0.07,0.05,61,20,38,0.32786885245901637,-0.008188115564051057,1,2,2,15
10~15,0.96,0.07,0.06,61,24,30,0.39344262295081966,-0.003927838434348331,1,6,2,15
10~15,0.96,0.08,0.03,61,10,49,0.16393442622950818,-0.010572218082463981,1,1,2,15
10~15,0.96,0.08,0.04,61,14,45,0.22950819672131148,-0.010736152508693492,1,1,2,15
10~15,0.96,0.08,0.05,61,18,40,0.29508196721311475,-0.009171722121428109,1,2,2,15
10~15,0.96,0.08,0.06,61,22,32,0.36065573770491804,-0.0045835761392663665,1,6,2,15
10~15,0.96,0.09,0.03,61,8,51,0.13114754098360656,-0.0128673000496771,1,1,2,15
10~15,0.96,0.09,0.04,61,12,47,0.19672131147540983,-0.012703365623447592,1,1,2,15
10~15,0.96,0.09,0.05,61,17,41,0.2786885245901639,-0.008515984416510077,1,2,2,15
10~15,0.96,0.09,0.06,61,21,32,0.3442622950819672,-0.001611739233003232,1,7,2,15
10~15,0.96,0.1,0.03,61,5,54,0.08196721311475409,-0.01794926726279185,1,1,2,15
10~15,0.96,0.1,0.04,61,8,51,0.13114754098360656,-0.01991648037754595,1,1,2,15
10~15,0.96,0.1,0.05,61,13,45,0.21311475409836064,-0.015565164744378928,1,2,2,15
10~15,0.96,0.1,0.06,61,16,37,0.26229508196721313,-0.011283870380544212,1,7,2,15
10~15,0.97,0.05,0.03,61,20,38,0.32786885245901637,-0.002295081967213113,3,0,2,15
10~15,0.97,0.05,0.04,61,24,35,0.39344262295081966,-0.003278688524590163,2,0,2,15
10~15,0.97,0.05,0.05,61,28,32,0.45901639344262296,-0.003278688524590164,1,0,2,15
10~15,0.97,0.05,0.06,61,32,27,0.5245901639344263,-0.0008955037438184715,1,1,2,15
10~15,0.97,0.06,0.03,61,17,43,0.2786885245901639,-0.004426229508196722,1,0,2,15
10~15,0.97,0.06,0.04,61,20,39,0.32786885245901637,-0.005663496550770509,1,1,2,15
10~15,0.97,0.06,0.05,61,23,36,0.3770491803278688,-0.006647103108147558,1,1,2,15
10~15,0.97,0.06,0.06,61,27,31,0.4426229508196721,-0.004263918327375866,1,2,2,15
10~15,0.97,0.07,0.03,61,14,46,0.22950819672131148,-0.006557377049180325,1,0,2,15
10~15,0.97,0.07,0.04,61,16,43,0.26229508196721313,-0.009597922780278703,1,1,2,15
10~15,0.97,0.07,0.05,61,19,40,0.3114754098360656,-0.01074546376388526,1,1,2,15
10~15,0.97,0.07,0.06,61,24,34,0.39344262295081966,-0.006231131442129961,1,2,2,15
10~15,0.97,0.08,0.03,61,12,48,0.19672131147540983,-0.007868852459016392,1,0,2,15
10~15,0.97,0.08,0.04,61,14,45,0.22950819672131148,-0.010909398190114768,1,1,2,15
10~15,0.97,0.08,0.05,61,17,42,0.2786885245901639,-0.01189300474749182,1,1,2,15
10~15,0.97,0.08,0.06,61,22,36,0.36065573770491804,-0.006886869147047996,1,2,2,15
10~15,0.97,0.09,0.03,61,8,52,0.13114754098360656,-0.013770491803278688,1,0,2,15
10~15,0.97,0.09,0.04,61,9,50,0.14754098360655737,-0.019270053927819688,1,1,2,15
10~15,0.97,0.09,0.05,61,12,47,0.19672131147540983,-0.020581529337655755,1,1,2,15
10~15,0.97,0.09,0.06,61,17,41,0.2786885245901639,-0.01557539373721193,1,2,2,15
10~15,0.97,0.1,0.03,61,7,53,0.11475409836065574,-0.014590163934426227,1,0,2,15
10~15,0.97,0.1,0.04,61,8,51,0.13114754098360656,-0.020089726058967226,1,1,2,15
10~15,0.97,0.1,0.05,61,11,48,0.18032786885245902,-0.021073332616344278,1,1,2,15
10~15,0.97,0.1,0.06,61,14,44,0.22950819672131148,-0.02065736095032668,1,2,2,15
15~20,0.94,0.05,0.03,38,15,15,0.39473684210526316,0.007721182056353855,7,1,3,14
15~20,0.94,0.05,0.04,38,18,11,0.47368421052631576,0.01143499286974313,5,4,3,14
15~20,0.94,0.05,0.05,38,24,10,0.631578947368421,0.01775078234342734,0,4,3,14
15~20,0.94,0.05,0.06,38,24,9,0.631578947368421,0.01574062280953247,0,5,3,14
15~20,0.94,0.06,0.03,38,15,15,0.39473684210526316,0.011668550477406484,7,1,3,14
15~20,0.94,0.06,0.04,38,17,11,0.4473684210526316,0.01411000190533447,5,5,3,14
15~20,0.94,0.06,0.05,38,23,10,0.6052631578947368,0.02200473874743973,0,5,3,14
15~20,0.94,0.06,0.06,38,23,9,0.6052631578947368,0.019994579213544868,0,6,3,14
15~20,0.94,0.07,0.03,38,13,19,0.34210526315789475,0.008773813635301225,5,1,3,14
15~20,0.94,0.07,0.04,38,15,15,0.39473684210526316,0.010688949273755525,3,5,3,14
15~20,0.94,0.07,0.05,38,21,12,0.5526315789473685,0.021741580852702894,0,5,3,14
15~20,0.94,0.07,0.06,38,21,11,0.5526315789473685,0.019205105529334344,0,6,3,14
15~20,0.94,0.08,0.03,38,11,23,0.2894736842105263,0.004826445214248591,3,1,3,14
15~20,0.94,0.08,0.04,38,12,19,0.3157894736842105,0.00411000190533447,2,5,3,14
15~20,0.94,0.08,0.05,38,18,15,0.47368421052631576,0.01700473874743973,0,5,3,14
15~20,0.94,0.08,0.06,38,18,14,0.47368421052631576,0.013678789739860656,0,6,3,14
15~20,0.94,0.09,0.03,38,11,24,0.2894736842105263,0.0069317083721433265,2,1,3,14
15~20,0.94,0.09,0.04,38,12,20,0.3157894736842105,0.006215265063229205,1,5,3,14
15~20,0.94,0.09,0.05,38,17,16,0.4473684210526316,0.018057370326387098,0,5,3,14
15~20,0.94,0.09,0.06,38,17,15,0.4473684210526316,0.014468263424071181,0,6,3,14
15~20,0.94,0.1,0.03,38,9,26,0.23684210526315788,0.0029843399510906966,2,1,3,14
15~20,0.94,0.1,0.04,38,10,22,0.2631578947368421,0.002004738747439734,1,5,3,14
15~20,0.94,0.1,0.05,38,14,19,0.3684210526315789,0.010688949273755523,0,5,3,14
15~20,0.94,0.1,0.06,38,14,18,0.3684210526315789,0.006310368687229079,0,6,3,14
15~20,0.95,0.05,0.03,38,17,11,0.4473684210526316,0.013235474322796661,9,1,3,14
15~20,0.95,0.05,0.04,38,22,10,0.5789473684210527,0.017972316428059822,5,1,3,14
15~20,0.95,0.05,0.05,38,23,8,0.6052631578947368,0.017488130039819038,4,3,3,14
15~20,0.95,0.05,0.06,38,27,8,0.7105263157894737,0.020646024776661144,0,3,3,14
15~20,0.95,0.06,0.03,38,13,17,0.34210526315789475,0.006656526954375609,7,1,3,14
15~20,0.95,0.06,0.04,38,18,15,0.47368421052631576,0.012182842743849292,4,1,3,14
15~20,0.95,0.06,0.05,38,19,12,0.5,0.011918005150184268,3,4,3,14
15~20,0.95,0.06,0.06,38,23,11,0.6052631578947368,0.016654847255447428,0,4,3,14
15~20,0.95,0.07,0.03,38,12,19,0.3157894736842105,0.006656526954375613,6,1,3,14
15~20,0.95,0.07,0.04,38,17,17,0.4473684210526316,0.012972316428059823,3,1,3,14
15~20,0.95,0.07,0.05,38,18,14,0.47368421052631576,0.012444320939657957,2,4,3,14
15~20,0.95,0.07,0.06,38,22,12,0.5789473684210527,0.019286426202815853,0,4,3,14
15~20,0.95,0.08,0.03,38,10,22,0.2631578947368421,0.003235474322796663,5,1,3,14
15~20,0.95,0.08,0.04,38,15,20,0.39473684210526316,0.010077579585954557,2,1,3,14
15~20,0.95,0.08,0.05,38,16,17,0.42105263157894735,0.009023268308079006,1,4,3,14
15~20,0.95,0.08,0.06,38,19,15,0.5,0.014023268308079007,0,4,3,14
15~20,0.95,0.09,0.03,38,9,25,0.23684210526315788,0.0011302111649019251,3,1,3,14
15~20,0.95,0.09,0.04,38,13,22,0.34210526315789475,0.007182842743849291,2,1,3,14
15~20,0.95,0.09,0.05,38,14,19,0.3684210526315789,0.0058653735712369,1,4,3,14
15~20,0.95,0.09,0.06,38,16,18,0.42105263157894735,0.007181163044921113,0,4,3,14
15~20,0.95,0.1,0.03,38,7,29,0.18421052631578946,-0.004922420414045441,1,1,3,14
15~20,0.95,0.1,0.04,38,11,25,0.2894736842105263,0.002182842743849295,1,1,3,14
15~20,0.95,0.1,0.05,38,12,21,0.3157894736842105,0.0016548472554474287,1,4,3,14
15~20,0.95,0.1,0.06,38,14,20,0.3684210526315789,0.0029706367291316422,0,4,3,14
15~20,0.96,0.05,0.03,38,10,19,0.2631578947368421,-0.0018421052631578934,9,0,3,14
15~20,0.96,0.05,0.04,38,14,16,0.3684210526315789,0.000860762693337707,7,1,3,14
15~20,0.96,0.05,0.05,38,18,15,0.47368421052631576,0.0032291837459692855,4,1,3,14
15~20,0.96,0.05,0.06,38,19,12,0.5,0.0026874996140803815,3,4,3,14
15~20,0.96,0.06,0.03,38,10,20,0.2631578947368421,0.0,8,0,3,14
15~20,0.96,0.06,0.04,38,14,17,0.3684210526315789,0.003492341640706126,6,1,3,14
15~20,0.96,0.06,0.05,38,18,16,0.47368421052631576,0.00665023637754823,3,1,3,14
15~20,0.96,0.06,0.06,38,19,13,0.5,0.006108552245659327,2,4,3,14
15~20,0.96,0.07,0.03,38,8,23,0.21052631578947367,-0.0034210526315789453,7,0,3,14
15~20,0.96,0.07,0.04,38,12,20,0.3157894736842105,0.00033444690386402384,5,1,3,14
15~20,0.96,0.07,0.05,38,16,19,0.42105263157894735,0.0037554995354429715,2,1,3,14
15~20,0.96,0.07,0.06,38,17,16,0.4473684210526316,0.002687499614080383,1,4,3,14
15~20,0.96,0.08,0.03,38,8,27,0.21052631578947367,-0.004473684210526315,3,0,3,14
15~20,0.96,0.08,0.04,38,11,24,0.2894736842105263,-0.0028234478329780834,2,1,3,14
15~20,0.96,0.08,0.05,38,14,22,0.3684210526315789,-0.000191868885609663,1,1,3,14
15~20,0.96,0.08,0.06,38,15,18,0.39473684210526316,-0.00020723722802488202,1,4,3,14
15~20,0.96,0.09,0.03,38,7,29,0.18421052631578946,-0.00631578947368421,2,0,3,14
15~20,0.96,0.09,0.04,38,10,26,0.2631578947368421,-0.004402395201399137,1,1,3,14
15~20,0.96,0.09,0.05,38,13,23,0.34210526315789475,-0.00019186888560966483,1,1,3,14
15~20,0.96,0.09,0.06,38,14,19,0.3684210526315789,-0.00020723722802488384,1,4,3,14
15~20,0.96,0.1,0.03,38,4,33,0.10526315789473684,-0.015526315789473683,1,0,3,14
15~20,0.96,0.1,0.04,38,6,30,0.15789473684210525,-0.016507658359293874,1,1,3,14
15~20,0.96,0.1,0.05,38,9,27,0.23684210526315788,-0.012560289938241242,1,1,3,14
15~20,0.96,0.1,0.06,38,10,23,0.2631578947368421,-0.013365131964866986,1,4,3,14
15~20,0.97,0.05,0.03,38,9,19,0.23684210526315788,-0.003157894736842104,10,0,3,14
15~20,0.97,0.05,0.04,38,13,17,0.34210526315789475,-0.0007894736842105258,8,0,3,14
15~20,0.97,0.05,0.05,38,16,15,0.42105263157894735,0.00033371196562559835,6,1,3,14
15~20,0.97,0.05,0.06,38,20,14,0.5263157894736842,0.003228448807730864,3,1,3,14
15~20,0.97,0.06,0.03,38,9,21,0.23684210526315788,-0.0023684210526315787,8,0,3,14
15~20,0.97,0.06,0.04,38,12,19,0.3157894736842105,-0.0010526315789473695,7,0,3,14
15~20,0.97,0.06,0.05,38,15,17,0.39473684210526316,0.0003337119656255962,5,1,3,14
15~20,0.97,0.06,0.06,38,19,16,0.5,0.0037547645972045456,2,1,3,14
15~20,0.97,0.07,0.03,38,9,25,0.23684210526315788,-0.003157894736842103,4,0,3,14
15~20,0.97,0.07,0.04,38,12,23,0.3157894736842105,-0.002105263157894735,3,0,3,14
15~20,0.97,0.07,0.05,38,14,21,0.3684210526315789,-0.002824182771216506,2,1,3,14
15~20,0.97,0.07,0.06,38,17,19,0.4473684210526316,0.00033371196562560236,1,1,3,14
15~20,0.97,0.08,0.03,38,8,28,0.21052631578947367,-0.005263157894736841,2,0,3,14
15~20,0.97,0.08,0.04,38,10,26,0.2631578947368421,-0.00631578947368421,2,0,3,14
15~20,0.97,0.08,0.05,38,12,24,0.3157894736842105,-0.007297866981742823,1,1,3,14
15~20,0.97,0.08,0.06,38,15,21,0.39473684210526316,-0.002561024876479663,1,1,3,14
15~20,0.97,0.09,0.03,38,6,31,0.15789473684210525,-0.010263157894736842,1,0,3,14
15~20,0.97,0.09,0.04,38,8,29,0.21052631578947367,-0.011578947368421055,1,0,3,14
15~20,0.97,0.09,0.05,38,9,27,0.23684210526315788,-0.01519260382384809,1,1,3,14
