dip_bin,rows,avg_first_dip_pct,avg_upside,med_upside,avg_close_ret,med_close_ret
0~1,98,0.004682777494244135,0.10292543421355127,0.09214690179582591,-0.08180320198213462,-0.08084259152475044
1~2,61,0.014682411752614977,0.11038311510398682,0.10805084745762712,-0.051994750799240215,-0.05739514348785872
2~3,55,0.024877692085650622,0.13896808270887392,0.1111111111111111,-0.03157618604621375,-0.04721311475409836
