stk_cd,t1_dt,tried
032580,20241008,032580|032580_NX|032580_AL
032580,20250203,032580|032580_NX|032580_AL
032680,20250110,032680|032680_NX|032680_AL
032685,20230119,032685|032685_NX|032685_AL
032685,20230209,032685|032685_NX|032685_AL
032685,20230214,032685|032685_NX|032685_AL
032750,20230106,032750|032750_NX|032750_AL
032790,20230824,032790|032790_NX|032790_AL
032790,20240325,032790|032790_NX|032790_AL
032800,20240315,032800|032800_NX|032800_AL
032800,20240319,032800|032800_NX|032800_AL
032800,20250221,032800|032800_NX|032800_AL
032860,20241202,032860|032860_NX|032860_AL
032940,20240822,032940|032940_NX|032940_AL
032940,20250224,032940|032940_NX|032940_AL
032980,20250227,032980|032980_NX|032980_AL
033100,20240305,033100|033100_NX|033100_AL
033160,20230215,033160|033160_NX|033160_AL
033160,20250203,033160|033160_NX|033160_AL
033170,20241218,033170|033170_NX|033170_AL
033230,20230508,033230|033230_NX|033230_AL
033230,20240125,033230|033230_NX|033230_AL
033230,20240219,033230|033230_NX|033230_AL
033250,20230906,033250|033250_NX|033250_AL
033310,20231128,033310|033310_NX|033310_AL
033320,20230531,033320|033320_NX|033320_AL
033320,20231020,033320|033320_NX|033320_AL
033320,20240911,033320|033320_NX|033320_AL
033320,20241015,033320|033320_NX|033320_AL
033320,20241127,033320|033320_NX|033320_AL
033340,20241128,033340|033340_NX|033340_AL
033540,20231228,033540|033540_NX|033540_AL
033540,20240909,033540|033540_NX|033540_AL
033540,20241211,033540|033540_NX|033540_AL
033790,20230406,033790|033790_NX|033790_AL
033790,20230407,033790|033790_NX|033790_AL
033790,20231107,033790|033790_NX|033790_AL
033790,20240502,033790|033790_NX|033790_AL
033790,20240503,033790|033790_NX|033790_AL
033790,20240507,033790|033790_NX|033790_AL
033790,20240508,033790|033790_NX|033790_AL
033790,20240517,033790|033790_NX|033790_AL
033790,20240520,033790|033790_NX|033790_AL
033790,20240604,033790|033790_NX|033790_AL
034120,20241223,034120|034120_NX|034120_AL
034120,20241224,034120|034120_NX|034120_AL
035080,20230518,035080|035080_NX|035080_AL
035080,20231214,035080|035080_NX|035080_AL
035290,20230816,035290|035290_NX|035290_AL
035290,20240229,035290|035290_NX|035290_AL
035290,20240321,035290|035290_NX|035290_AL
035290,20240919,035290|035290_NX|035290_AL
035460,20250212,035460|035460_NX|035460_AL
035510,20241224,035510|035510_NX|035510_AL
035620,20231129,035620|035620_NX|035620_AL
036000,20241011,036000|036000_NX|036000_AL
036000,20241014,036000|036000_NX|036000_AL
036000,20241031,036000|036000_NX|036000_AL
036030,20230119,036030|036030_NX|036030_AL
036090,20231025,036090|036090_NX|036090_AL
036090,20240112,036090|036090_NX|036090_AL
036170,20230525,036170|036170_NX|036170_AL
036180,20230316,036180|036180_NX|036180_AL
036460,20240604,036460|036460_NX|036460_AL
036480,20230512,036480|036480_NX|036480_AL
036480,20230515,036480|036480_NX|036480_AL
036480,20231024,036480|036480_NX|036480_AL
036560,20240919,036560|036560_NX|036560_AL
036560,20240920,036560|036560_NX|036560_AL
036560,20240923,036560|036560_NX|036560_AL
036560,20241025,036560|036560_NX|036560_AL
036580,20241121,036580|036580_NX|036580_AL
036630,20231005,036630|036630_NX|036630_AL
036630,20240111,036630|036630_NX|036630_AL
036690,20230109,036690|036690_NX|036690_AL
036810,20230126,036810|036810_NX|036810_AL
036830,20230817,036830|036830_NX|036830_AL
036830,20240221,036830|036830_NX|036830_AL
037270,20241022,037270|037270_NX|037270_AL
037270,20241023,037270|037270_NX|037270_AL
037270,20250221,037270|037270_NX|037270_AL
037330,20230817,037330|037330_NX|037330_AL
037350,20240816,037350|037350_NX|037350_AL
037370,20230328,037370|037370_NX|037370_AL
037370,20230426,037370|037370_NX|037370_AL
037370,20230503,037370|037370_NX|037370_AL
037440,20230904,037440|037440_NX|037440_AL
037440,20231025,037440|037440_NX|037440_AL
037560,20240116,037560|037560_NX|037560_AL
038070,20241205,038070|038070_NX|038070_AL
038110,20231030,038110|038110_NX|038110_AL
038290,20231120,038290|038290_NX|038290_AL
038290,20240110,038290|038290_NX|038290_AL
038390,20250214,038390|038390_NX|038390_AL
038460,20240412,038460|038460_NX|038460_AL
038530,20230421,038530|038530_NX|038530_AL
038530,20230426,038530|038530_NX|038530_AL
038530,20240819,038530|038530_NX|038530_AL
038620,20241212,038620|038620_NX|038620_AL
038870,20230502,038870|038870_NX|038870_AL
038870,20230508,038870|038870_NX|038870_AL
038870,20240111,038870|038870_NX|038870_AL
039010,20230127,039010|039010_NX|039010_AL
039010,20240115,039010|039010_NX|039010_AL
039240,20241210,039240|039240_NX|039240_AL
039290,20230209,039290|039290_NX|039290_AL
039560,20230616,039560|039560_NX|039560_AL
039560,20230619,039560|039560_NX|039560_AL
039560,20230710,039560|039560_NX|039560_AL
039610,20240604,039610|039610_NX|039610_AL
039610,20240605,039610|039610_NX|039610_AL
039740,20240415,039740|039740_NX|039740_AL
039860,20240220,039860|039860_NX|039860_AL
039860,20241016,039860|039860_NX|039860_AL
039980,20231228,039980|039980_NX|039980_AL
039980,20240509,039980|039980_NX|039980_AL
039980,20241128,039980|039980_NX|039980_AL
040300,20231025,040300|040300_NX|040300_AL
040300,20241210,040300|040300_NX|040300_AL
040350,20230414,040350|040350_NX|040350_AL
040910,20250110,040910|040910_NX|040910_AL
041020,20230306,041020|041020_NX|041020_AL
041020,20230308,041020|041020_NX|041020_AL
041020,20230718,041020|041020_NX|041020_AL
041020,20230825,041020|041020_NX|041020_AL
041020,20231006,041020|041020_NX|041020_AL
041020,20240108,041020|041020_NX|041020_AL
041190,20240112,041190|041190_NX|041190_AL
041440,20240723,041440|041440_NX|041440_AL
041590,20240314,041590|041590_NX|041590_AL
041920,20231121,041920|041920_NX|041920_AL
042000,20230628,042000|042000_NX|042000_AL
042000,20231207,042000|042000_NX|042000_AL
042000,20240620,042000|042000_NX|042000_AL
042040,20230209,042040|042040_NX|042040_AL
042040,20230412,042040|042040_NX|042040_AL
042040,20230413,042040|042040_NX|042040_AL
042420,20241206,042420|042420_NX|042420_AL
042700,20230714,042700|042700_NX|042700_AL
042700,20240213,042700|042700_NX|042700_AL
042940,20230517,042940|042940_NX|042940_AL
042940,20230817,042940|042940_NX|042940_AL
042940,20240315,042940|042940_NX|042940_AL
042940,20240812,042940|042940_NX|042940_AL
043090,20230421,043090|043090_NX|043090_AL
043090,20230424,043090|043090_NX|043090_AL
043090,20230825,043090|043090_NX|043090_AL
043090,20240228,043090|043090_NX|043090_AL
043090,20240828,043090|043090_NX|043090_AL
043090,20240829,043090|043090_NX|043090_AL
043090,20240830,043090|043090_NX|043090_AL
043090,20240903,043090|043090_NX|043090_AL
043090,20240925,043090|043090_NX|043090_AL
043100,20240206,043100|043100_NX|043100_AL
043100,20240219,043100|043100_NX|043100_AL
043100,20240705,043100|043100_NX|043100_AL
043100,20241004,043100|043100_NX|043100_AL
043100,20241016,043100|043100_NX|043100_AL
043260,20230508,043260|043260_NX|043260_AL
043590,20230317,043590|043590_NX|043590_AL
043590,20230706,043590|043590_NX|043590_AL
043590,20240122,043590|043590_NX|043590_AL
043590,20241127,043590|043590_NX|043590_AL
043590,20241220,043590|043590_NX|043590_AL
043650,20240612,043650|043650_NX|043650_AL
044180,20230426,044180|044180_NX|044180_AL
044180,20230427,044180|044180_NX|044180_AL
044180,20230502,044180|044180_NX|044180_AL
044180,20240305,044180|044180_NX|044180_AL
044180,20241211,044180|044180_NX|044180_AL
044180,20241212,044180|044180_NX|044180_AL
044180,20241216,044180|044180_NX|044180_AL
044340,20250113,044340|044340_NX|044340_AL
044380,20250110,044380|044380_NX|044380_AL
044480,20240520,044480|044480_NX|044480_AL
044960,20231024,044960|044960_NX|044960_AL
045300,20230717,045300|045300_NX|045300_AL
045340,20241205,045340|045340_NX|045340_AL
045340,20241210,045340|045340_NX|045340_AL
045510,20250116,045510|045510_NX|045510_AL
045660,20231004,045660|045660_NX|045660_AL
045660,20241126,045660|045660_NX|045660_AL
045660,20241205,045660|045660_NX|045660_AL
045660,20241206,045660|045660_NX|045660_AL
046070,20230831,046070|046070_NX|046070_AL
046070,20230927,046070|046070_NX|046070_AL
046070,20231220,046070|046070_NX|046070_AL
046210,20230622,046210|046210_NX|046210_AL
046210,20230623,046210|046210_NX|046210_AL
046210,20240708,046210|046210_NX|046210_AL
046440,20230629,046440|046440_NX|046440_AL
046940,20240731,046940|046940_NX|046940_AL
046970,20230809,046970|046970_NX|046970_AL
046970,20230824,046970|046970_NX|046970_AL
046970,20231010,046970|046970_NX|046970_AL
046970,20250123,046970|046970_NX|046970_AL
047050,20230725,047050|047050_NX|047050_AL
047080,20240828,047080|047080_NX|047080_AL
047310,20230802,047310|047310_NX|047310_AL
047310,20230803,047310|047310_NX|047310_AL
047310,20230808,047310|047310_NX|047310_AL
047310,20230814,047310|047310_NX|047310_AL
047310,20230816,047310|047310_NX|047310_AL
047310,20240109,047310|047310_NX|047310_AL
047310,20240123,047310|047310_NX|047310_AL
047400,20230504,047400|047400_NX|047400_AL
047560,20240108,047560|047560_NX|047560_AL
047560,20240109,047560|047560_NX|047560_AL
047770,20240905,047770|047770_NX|047770_AL
047920,20240704,047920|047920_NX|047920_AL
047920,20241119,047920|047920_NX|047920_AL
048410,20230612,048410|048410_NX|048410_AL
048530,20230817,048530|048530_NX|048530_AL
048550,20230213,048550|048550_NX|048550_AL
048770,20230814,048770|048770_NX|048770_AL
048770,20231019,048770|048770_NX|048770_AL
048770,20240125,048770|048770_NX|048770_AL
048870,20230904,048870|048870_NX|048870_AL
048870,20230905,048870|048870_NX|048870_AL
049070,20240117,049070|049070_NX|049070_AL
049180,20240104,049180|049180_NX|049180_AL
049180,20240904,049180|049180_NX|049180_AL
049180,20240905,049180|049180_NX|049180_AL
049180,20240909,049180|049180_NX|049180_AL
049180,20241004,049180|049180_NX|049180_AL
049180,20241107,049180|049180_NX|049180_AL
049180,20250102,049180|049180_NX|049180_AL
049470,20240826,049470|049470_NX|049470_AL
049470,20250110,049470|049470_NX|049470_AL
049480,20230210,049480|049480_NX|049480_AL
049950,20230302,049950|049950_NX|049950_AL
049950,20230303,049950|049950_NX|049950_AL
050090,20230509,050090|050090_NX|050090_AL
050090,20231123,050090|050090_NX|050090_AL
050090,20250122,050090|050090_NX|050090_AL
050120,20240827,050120|050120_NX|050120_AL
050760,20231120,050760|050760_NX|050760_AL
050960,20230113,050960|050960_NX|050960_AL
050960,20241205,050960|050960_NX|050960_AL
050960,20241210,050960|050960_NX|050960_AL
050960,20241211,050960|050960_NX|050960_AL
051370,20240122,051370|051370_NX|051370_AL
051380,20240911,051380|051380_NX|051380_AL
051630,20241212,051630|051630_NX|051630_AL
051780,20230321,051780|051780_NX|051780_AL
051780,20231017,051780|051780_NX|051780_AL
051980,20230328,051980|051980_NX|051980_AL
052020,20240430,052020|052020_NX|052020_AL
052220,20241205,052220|052220_NX|052220_AL
052220,20241210,052220|052220_NX|052220_AL
052300,20231212,052300|052300_NX|052300_AL
052400,20241205,052400|052400_NX|052400_AL
052460,20230614,052460|052460_NX|052460_AL
052460,20250109,052460|052460_NX|052460_AL
052600,20240920,052600|052600_NX|052600_AL
052770,20230616,052770|052770_NX|052770_AL
052770,20240328,052770|052770_NX|052770_AL
052790,20231109,052790|052790_NX|052790_AL
052790,20231110,052790|052790_NX|052790_AL
052860,20241211,052860|052860_NX|052860_AL
053160,20240327,053160|053160_NX|053160_AL
053280,20240823,053280|053280_NX|053280_AL
053280,20241014,053280|053280_NX|053280_AL
053280,20241015,053280|053280_NX|053280_AL
053290,20230622,053290|053290_NX|053290_AL
053300,20230830,053300|053300_NX|053300_AL
053580,20241212,053580|053580_NX|053580_AL
053610,20230608,053610|053610_NX|053610_AL
053800,20230126,053800|053800_NX|053800_AL
053950,20231101,053950|053950_NX|053950_AL
053950,20231108,053950|053950_NX|053950_AL
053950,20231206,053950|053950_NX|053950_AL
053950,20240321,053950|053950_NX|053950_AL
053980,20240808,053980|053980_NX|053980_AL
054040,20240215,054040|054040_NX|054040_AL
054180,20230420,054180|054180_NX|054180_AL
054180,20240705,054180|054180_NX|054180_AL
054180,20241023,054180|054180_NX|054180_AL
054220,20230418,054220|054220_NX|054220_AL
054220,20230419,054220|054220_NX|054220_AL
054620,20230523,054620|054620_NX|054620_AL
054780,20250221,054780|054780_NX|054780_AL
054920,20230105,054920|054920_NX|054920_AL
054920,20230130,054920|054920_NX|054920_AL
054920,20240906,054920|054920_NX|054920_AL
054920,20241115,054920|054920_NX|054920_AL
054930,20230711,054930|054930_NX|054930_AL
054930,20230920,054930|054930_NX|054930_AL
056080,20230808,056080|056080_NX|056080_AL
056360,20230824,056360|056360_NX|056360_AL
056700,20240223,056700|056700_NX|056700_AL
056730,20230503,056730|056730_NX|056730_AL
057680,20241004,057680|057680_NX|057680_AL
058110,20230525,058110|058110_NX|058110_AL
058110,20231027,058110|058110_NX|058110_AL
058110,20231113,058110|058110_NX|058110_AL
058110,20231128,058110|058110_NX|058110_AL
058430,20230418,058430|058430_NX|058430_AL
058430,20230918,058430|058430_NX|058430_AL
058450,20230327,058450|058450_NX|058450_AL
058450,20231213,058450|058450_NX|058450_AL
058450,20240924,058450|058450_NX|058450_AL
058450,20240925,058450|058450_NX|058450_AL
058850,20230131,058850|058850_NX|058850_AL
058850,20230919,058850|058850_NX|058850_AL
058970,20230316,058970|058970_NX|058970_AL
059100,20231226,059100|059100_NX|059100_AL
059120,20230908,059120|059120_NX|059120_AL
059120,20231109,059120|059120_NX|059120_AL
059210,20230517,059210|059210_NX|059210_AL
059270,20230531,059270|059270_NX|059270_AL
060230,20230203,060230|060230_NX|060230_AL
060240,20241213,060240|060240_NX|060240_AL
060240,20250108,060240|060240_NX|060240_AL
060240,20250109,060240|060240_NX|060240_AL
060240,20250226,060240|060240_NX|060240_AL
060260,20240805,060260|060260_NX|060260_AL
060260,20241218,060260|060260_NX|060260_AL
060310,20240103,060310|060310_NX|060310_AL
060380,20240605,060380|060380_NX|060380_AL
060480,20230804,060480|060480_NX|060480_AL
060480,20230808,060480|060480_NX|060480_AL
060480,20230817,060480|060480_NX|060480_AL
060570,20241024,060570|060570_NX|060570_AL
060590,20230821,060590|060590_NX|060590_AL
060900,20240227,060900|060900_NX|060900_AL
060900,20240228,060900|060900_NX|060900_AL
060900,20240802,060900|060900_NX|060900_AL
060900,20240923,060900|060900_NX|060900_AL
060900,20241004,060900|060900_NX|060900_AL
062970,20230824,062970|062970_NX|062970_AL
062970,20231010,062970|062970_NX|062970_AL
062970,20240418,062970|062970_NX|062970_AL
062970,20240906,062970|062970_NX|062970_AL
062970,20241113,062970|062970_NX|062970_AL
062970,20241219,062970|062970_NX|062970_AL
062970,20241220,062970|062970_NX|062970_AL
062970,20250103,062970|062970_NX|062970_AL
062970,20250108,062970|062970_NX|062970_AL
062970,20250116,062970|062970_NX|062970_AL
063080,20231207,063080|063080_NX|063080_AL
063080,20241113,063080|063080_NX|063080_AL
063170,20231130,063170|063170_NX|063170_AL
064090,20230227,064090|064090_NX|064090_AL
064090,20240618,064090|064090_NX|064090_AL
064290,20240701,064290|064290_NX|064290_AL
064480,20230227,064480|064480_NX|064480_AL
064800,20250225,064800|064800_NX|064800_AL
064850,20240920,064850|064850_NX|064850_AL
064850,20240923,064850|064850_NX|064850_AL
064850,20240924,064850|064850_NX|064850_AL
065060,20241230,065060|065060_NX|065060_AL
065130,20230816,065130|065130_NX|065130_AL
065130,20230817,065130|065130_NX|065130_AL
065150,20230327,065150|065150_NX|065150_AL
065150,20230414,065150|065150_NX|065150_AL
065150,20230417,065150|065150_NX|065150_AL
065150,20230829,065150|065150_NX|065150_AL
065170,20230405,065170|065170_NX|065170_AL
065170,20240131,065170|065170_NX|065170_AL
065170,20250214,065170|065170_NX|065170_AL
065170,20250221,065170|065170_NX|065170_AL
065170,20250227,065170|065170_NX|065170_AL
065170,20250228,065170|065170_NX|065170_AL
065350,20230802,065350|065350_NX|065350_AL
065350,20230803,065350|065350_NX|065350_AL
065350,20230808,065350|065350_NX|065350_AL
065350,20230811,065350|065350_NX|065350_AL
065350,20230817,065350|065350_NX|065350_AL
065350,20230823,065350|065350_NX|065350_AL
065350,20240105,065350|065350_NX|065350_AL
065350,20240221,065350|065350_NX|065350_AL
065370,20230323,065370|065370_NX|065370_AL
065370,20241212,065370|065370_NX|065370_AL
065370,20241213,065370|065370_NX|065370_AL
065420,20230111,065420|065420_NX|065420_AL
065420,20240730,065420|065420_NX|065420_AL
065420,20240808,065420|065420_NX|065420_AL
065420,20240926,065420|065420_NX|065420_AL
065450,20231011,065450|065450_NX|065450_AL
065500,20230516,065500|065500_NX|065500_AL
065500,20231004,065500|065500_NX|065500_AL
065500,20241205,065500|065500_NX|065500_AL
065500,20241206,065500|065500_NX|065500_AL
065500,20241209,065500|065500_NX|065500_AL
065500,20241210,065500|065500_NX|065500_AL
065500,20241213,065500|065500_NX|065500_AL
065530,20230628,065530|065530_NX|065530_AL
065570,20241230,065570|065570_NX|065570_AL
065650,20230110,065650|065650_NX|065650_AL
065650,20230508,065650|065650_NX|065650_AL
065650,20230808,065650|065650_NX|065650_AL
065660,20230217,065660|065660_NX|065660_AL
065660,20230220,065660|065660_NX|065660_AL
065660,20240405,065660|065660_NX|065660_AL
065690,20241120,065690|065690_NX|065690_AL
065690,20241121,065690|065690_NX|065690_AL
065690,20241122,065690|065690_NX|065690_AL
065770,20241205,065770|065770_NX|065770_AL
065770,20241210,065770|065770_NX|065770_AL
065770,20241211,065770|065770_NX|065770_AL
066310,20250102,066310|066310_NX|066310_AL
066670,20230222,066670|066670_NX|066670_AL
066790,20230503,066790|066790_NX|066790_AL
066790,20231103,066790|066790_NX|066790_AL
066790,20231106,066790|066790_NX|066790_AL
066790,20231212,066790|066790_NX|066790_AL
066790,20231218,066790|066790_NX|066790_AL
066790,20240205,066790|066790_NX|066790_AL
066790,20240206,066790|066790_NX|066790_AL
066790,20240208,066790|066790_NX|066790_AL
066790,20240214,066790|066790_NX|066790_AL
066790,20240307,066790|066790_NX|066790_AL
066790,20240311,066790|066790_NX|066790_AL
066790,20241212,066790|066790_NX|066790_AL
066900,20230717,066900|066900_NX|066900_AL
066980,20240118,066980|066980_NX|066980_AL
066980,20240202,066980|066980_NX|066980_AL
066980,20241015,066980|066980_NX|066980_AL
067080,20231102,067080|067080_NX|067080_AL
067080,20240927,067080|067080_NX|067080_AL
067080,20241010,067080|067080_NX|067080_AL
067160,20231207,067160|067160_NX|067160_AL
067310,20230904,067310|067310_NX|067310_AL
067370,20230418,067370|067370_NX|067370_AL
067370,20230419,067370|067370_NX|067370_AL
067390,20230825,067390|067390_NX|067390_AL
067390,20240103,067390|067390_NX|067390_AL
067390,20240628,067390|067390_NX|067390_AL
067630,20240704,067630|067630_NX|067630_AL
067630,20241119,067630|067630_NX|067630_AL
067730,20231005,067730|067730_NX|067730_AL
068290,20231027,068290|068290_NX|068290_AL
068290,20231222,068290|068290_NX|068290_AL
068760,20240103,068760|068760_NX|068760_AL
069140,20231102,069140|069140_NX|069140_AL
069330,20231218,069330|069330_NX|069330_AL
069410,20230531,069410|069410_NX|069410_AL
069410,20230919,069410|069410_NX|069410_AL
069540,20230830,069540|069540_NX|069540_AL
069540,20231107,069540|069540_NX|069540_AL
069540,20240305,069540|069540_NX|069540_AL
069540,20240416,069540|069540_NX|069540_AL
069540,20250123,069540|069540_NX|069540_AL
069640,20230517,069640|069640_NX|069640_AL
069640,20240906,069640|069640_NX|069640_AL
069640,20241029,069640|069640_NX|069640_AL
069920,20240611,069920|069920_NX|069920_AL
069920,20241122,069920|069920_NX|069920_AL
070300,20240718,070300|070300_NX|070300_AL
070300,20240719,070300|070300_NX|070300_AL
070300,20250115,070300|070300_NX|070300_AL
071090,20230911,071090|071090_NX|071090_AL
071200,20250227,071200|071200_NX|071200_AL
071320,20240220,071320|071320_NX|071320_AL
071950,20231101,071950|071950_NX|071950_AL
071950,20231102,071950|071950_NX|071950_AL
071950,20240201,071950|071950_NX|071950_AL
071950,20240709,071950|071950_NX|071950_AL
071950,20240710,071950|071950_NX|071950_AL
071950,20240711,071950|071950_NX|071950_AL
071970,20230802,071970|071970_NX|071970_AL
072020,20230517,072020|072020_NX|072020_AL
072130,20230208,072130|072130_NX|072130_AL
072470,20240219,072470|072470_NX|072470_AL
072950,20240110,072950|072950_NX|072950_AL
073110,20231219,073110|073110_NX|073110_AL
073570,20231018,073570|073570_NX|073570_AL
073570,20240319,073570|073570_NX|073570_AL
073640,20230413,073640|073640_NX|073640_AL
073640,20230417,073640|073640_NX|073640_AL
073640,20230522,073640|073640_NX|073640_AL
073640,20230804,073640|073640_NX|073640_AL
073640,20230825,073640|073640_NX|073640_AL
073640,20230828,073640|073640_NX|073640_AL
073640,20230829,073640|073640_NX|073640_AL
073640,20231013,073640|073640_NX|073640_AL
073640,20240226,073640|073640_NX|073640_AL
073640,20240227,073640|073640_NX|073640_AL
074610,20230328,074610|074610_NX|074610_AL
074610,20230330,074610|074610_NX|074610_AL
075130,20240829,075130|075130_NX|075130_AL
076080,20250107,076080|076080_NX|076080_AL
077500,20240124,077500|077500_NX|077500_AL
077500,20250102,077500|077500_NX|077500_AL
077970,20240819,077970|077970_NX|077970_AL
078140,20230727,078140|078140_NX|078140_AL
078140,20230731,078140|078140_NX|078140_AL
078140,20240312,078140|078140_NX|078140_AL
078140,20240829,078140|078140_NX|078140_AL
078140,20240910,078140|078140_NX|078140_AL
078150,20230908,078150|078150_NX|078150_AL
078590,20231116,078590|078590_NX|078590_AL
078590,20240221,078590|078590_NX|078590_AL
078860,20240315,078860|078860_NX|078860_AL
078860,20250221,078860|078860_NX|078860_AL
078890,20230927,078890|078890_NX|078890_AL
079170,20231017,079170|079170_NX|079170_AL
079190,20230417,079190|079190_NX|079190_AL
079190,20230504,079190|079190_NX|079190_AL
079190,20240607,079190|079190_NX|079190_AL
079190,20240819,079190|079190_NX|079190_AL
079190,20240820,079190|079190_NX|079190_AL
079190,20241216,079190|079190_NX|079190_AL
079550,20231212,079550|079550_NX|079550_AL
079900,20250210,079900|079900_NX|079900_AL
079940,20240314,079940|079940_NX|079940_AL
079950,20230329,079950|079950_NX|079950_AL
079950,20230518,079950|079950_NX|079950_AL
079950,20231221,079950|079950_NX|079950_AL
079950,20241120,079950|079950_NX|079950_AL
079970,20241028,079970|079970_NX|079970_AL
079980,20230821,079980|079980_NX|079980_AL
079980,20230822,079980|079980_NX|079980_AL
080220,20250121,080220|080220_NX|080220_AL
080530,20240110,080530|080530_NX|080530_AL
080580,20231214,080580|080580_NX|080580_AL
080580,20231215,080580|080580_NX|080580_AL
080580,20240123,080580|080580_NX|080580_AL
082210,20230906,082210|082210_NX|082210_AL
082270,20240920,082270|082270_NX|082270_AL
082660,20230720,082660|082660_NX|082660_AL
082660,20231211,082660|082660_NX|082660_AL
082800,20230209,082800|082800_NX|082800_AL
082800,20230222,082800|082800_NX|082800_AL
082800,20241127,082800|082800_NX|082800_AL
082800,20241216,082800|082800_NX|082800_AL
082850,20240722,082850|082850_NX|082850_AL
082850,20240911,082850|082850_NX|082850_AL
083470,20230808,083470|083470_NX|083470_AL
083470,20231219,083470|083470_NX|083470_AL
083500,20240307,083500|083500_NX|083500_AL
083650,20230714,083650|083650_NX|083650_AL
083660,20230530,083660|083660_NX|083660_AL
083660,20250210,083660|083660_NX|083660_AL
084440,20230622,084440|084440_NX|084440_AL
084440,20230623,084440|084440_NX|084440_AL
084440,20230724,084440|084440_NX|084440_AL
084440,20241002,084440|084440_NX|084440_AL
084440,20241125,084440|084440_NX|084440_AL
084440,20241217,084440|084440_NX|084440_AL
084650,20250107,084650|084650_NX|084650_AL
084680,20231221,084680|084680_NX|084680_AL
084680,20240111,084680|084680_NX|084680_AL
084690,20231128,084690|084690_NX|084690_AL
084690,20231207,084690|084690_NX|084690_AL
084690,20241205,084690|084690_NX|084690_AL
084695,20231128,084695|084695_NX|084695_AL
084695,20231129,084695|084695_NX|084695_AL
084695,20231130,084695|084695_NX|084695_AL
084695,20231201,084695|084695_NX|084695_AL
084695,20231206,084695|084695_NX|084695_AL
084695,20231219,084695|084695_NX|084695_AL
084695,20240102,084695|084695_NX|084695_AL
084695,20240124,084695|084695_NX|084695_AL
084695,20240711,084695|084695_NX|084695_AL
084695,20241205,084695|084695_NX|084695_AL
084850,20231226,084850|084850_NX|084850_AL
084850,20240516,084850|084850_NX|084850_AL
084990,20240205,084990|084990_NX|084990_AL
084990,20240206,084990|084990_NX|084990_AL
085670,20240129,085670|085670_NX|085670_AL
085810,20230602,085810|085810_NX|085810_AL
085810,20240814,085810|085810_NX|085810_AL
085810,20240822,085810|085810_NX|085810_AL
085810,20241216,085810|085810_NX|085810_AL
085810,20241219,085810|085810_NX|085810_AL
086520,20231107,086520|086520_NX|086520_AL
086820,20230825,086820|086820_NX|086820_AL
086900,20230213,086900|086900_NX|086900_AL
086960,20230110,086960|086960_NX|086960_AL
086960,20230208,086960|086960_NX|086960_AL
086960,20250108,086960|086960_NX|086960_AL
087010,20230720,087010|087010_NX|087010_AL
087010,20241213,087010|087010_NX|087010_AL
087260,20230831,087260|087260_NX|087260_AL
087600,20230830,087600|087600_NX|087600_AL
087600,20240103,087600|087600_NX|087600_AL
087600,20240123,087600|087600_NX|087600_AL
087600,20240509,087600|087600_NX|087600_AL
088130,20240924,088130|088130_NX|088130_AL
088290,20230914,088290|088290_NX|088290_AL
088290,20230925,088290|088290_NX|088290_AL
088290,20240717,088290|088290_NX|088290_AL
088800,20230914,088800|088800_NX|088800_AL
088800,20230920,088800|088800_NX|088800_AL
088800,20240116,088800|088800_NX|088800_AL
088800,20241002,088800|088800_NX|088800_AL
089140,20230405,089140|089140_NX|089140_AL
089140,20230718,089140|089140_NX|089140_AL
089140,20241018,089140|089140_NX|089140_AL
089140,20241021,089140|089140_NX|089140_AL
089140,20241028,089140|089140_NX|089140_AL
089230,20240229,089230|089230_NX|089230_AL
089790,20250110,089790|089790_NX|089790_AL
089890,20240125,089890|089890_NX|089890_AL
089890,20240126,089890|089890_NX|089890_AL
090080,20230512,090080|090080_NX|090080_AL
090080,20250124,090080|090080_NX|090080_AL
090150,20240109,090150|090150_NX|090150_AL
090150,20240311,090150|090150_NX|090150_AL
090150,20250107,090150|090150_NX|090150_AL
090350,20240213,090350|090350_NX|090350_AL
090355,20230829,090355|090355_NX|090355_AL
090355,20230830,090355|090355_NX|090355_AL
090355,20230914,090355|090355_NX|090355_AL
090355,20240213,090355|090355_NX|090355_AL
090370,20230116,090370|090370_NX|090370_AL
090370,20240624,090370|090370_NX|090370_AL
090710,20241114,090710|090710_NX|090710_AL
091340,20230420,091340|091340_NX|091340_AL
091340,20250228,091340|091340_NX|091340_AL
091440,20230125,091440|091440_NX|091440_AL
091440,20230808,091440|091440_NX|091440_AL
091440,20230824,091440|091440_NX|091440_AL
091440,20231201,091440|091440_NX|091440_AL
091440,20231204,091440|091440_NX|091440_AL
091440,20231205,091440|091440_NX|091440_AL
091440,20231206,091440|091440_NX|091440_AL
091440,20250226,091440|091440_NX|091440_AL
092190,20230522,092190|092190_NX|092190_AL
092190,20240718,092190|092190_NX|092190_AL
092600,20240223,092600|092600_NX|092600_AL
092790,20240607,092790|092790_NX|092790_AL
092790,20240620,092790|092790_NX|092790_AL
092870,20240313,092870|092870_NX|092870_AL
093240,20240925,093240|093240_NX|093240_AL
093240,20240926,093240|093240_NX|093240_AL
093240,20241205,093240|093240_NX|093240_AL
093240,20241210,093240|093240_NX|093240_AL
093240,20241211,093240|093240_NX|093240_AL
093380,20250117,093380|093380_NX|093380_AL
093520,20240122,093520|093520_NX|093520_AL
093640,20230201,093640|093640_NX|093640_AL
093640,20250211,093640|093640_NX|093640_AL
