stk_cd,t1_dt,tried
094170,20230622,094170|094170_NX|094170_AL
094170,20230627,094170|094170_NX|094170_AL
094170,20230628,094170|094170_NX|094170_AL
094480,20231102,094480|094480_NX|094480_AL
094840,20230413,094840|094840_NX|094840_AL
094840,20240123,094840|094840_NX|094840_AL
094850,20241105,094850|094850_NX|094850_AL
094860,20231123,094860|094860_NX|094860_AL
094860,20240102,094860|094860_NX|094860_AL
094860,20240213,094860|094860_NX|094860_AL
094940,20230202,094940|094940_NX|094940_AL
094940,20230907,094940|094940_NX|094940_AL
094940,20231012,094940|094940_NX|094940_AL
095700,20241017,095700|095700_NX|095700_AL
096250,20250211,096250|096250_NX|096250_AL
096610,20230403,096610|096610_NX|096610_AL
096610,20230404,096610|096610_NX|096610_AL
096610,20230411,096610|096610_NX|096610_AL
096610,20230418,096610|096610_NX|096610_AL
096610,20230714,096610|096610_NX|096610_AL
096610,20230831,096610|096610_NX|096610_AL
096610,20231113,096610|096610_NX|096610_AL
096630,20230321,096630|096630_NX|096630_AL
096630,20241212,096630|096630_NX|096630_AL
097780,20230410,097780|097780_NX|097780_AL
097800,20230215,097800|097800_NX|097800_AL
097800,20240329,097800|097800_NX|097800_AL
097870,20241217,097870|097870_NX|097870_AL
098120,20231116,098120|098120_NX|098120_AL
098120,20250217,098120|098120_NX|098120_AL
098460,20250121,098460|098460_NX|098460_AL
099190,20230719,099190|099190_NX|099190_AL
099220,20240329,099220|099220_NX|099220_AL
100220,20240221,100220|100220_NX|100220_AL
100590,20230904,100590|100590_NX|100590_AL
100590,20230914,100590|100590_NX|100590_AL
100840,20231023,100840|100840_NX|100840_AL
101000,20230425,101000|101000_NX|101000_AL
101000,20230426,101000|101000_NX|101000_AL
101140,20250219,101140|101140_NX|101140_AL
101240,20230503,101240|101240_NX|101240_AL
101240,20230504,101240|101240_NX|101240_AL
101360,20240115,101360|101360_NX|101360_AL
101360,20240216,101360|101360_NX|101360_AL
101530,20240611,101530|101530_NX|101530_AL
101670,20230308,101670|101670_NX|101670_AL
101670,20231018,101670|101670_NX|101670_AL
101670,20241106,101670|101670_NX|101670_AL
101680,20230329,101680|101680_NX|101680_AL
101680,20230412,101680|101680_NX|101680_AL
101680,20240104,101680|101680_NX|101680_AL
101680,20241122,101680|101680_NX|101680_AL
101680,20241218,101680|101680_NX|101680_AL
101680,20241219,101680|101680_NX|101680_AL
101730,20230217,101730|101730_NX|101730_AL
101730,20230922,101730|101730_NX|101730_AL
101970,20241010,101970|101970_NX|101970_AL
101970,20250109,101970|101970_NX|101970_AL
102120,20231220,102120|102120_NX|102120_AL
102120,20240123,102120|102120_NX|102120_AL
102120,20250210,102120|102120_NX|102120_AL
102370,20231205,102370|102370_NX|102370_AL
102370,20240926,102370|102370_NX|102370_AL
103230,20230705,103230|103230_NX|103230_AL
103840,20240610,103840|103840_NX|103840_AL
104480,20241223,104480|104480_NX|104480_AL
104620,20241105,104620|104620_NX|104620_AL
105330,20241112,105330|105330_NX|105330_AL
106080,20240927,106080|106080_NX|106080_AL
106080,20241011,106080|106080_NX|106080_AL
106240,20241226,106240|106240_NX|106240_AL
106240,20250113,106240|106240_NX|106240_AL
106240,20250116,106240|106240_NX|106240_AL
107640,20240626,107640|107640_NX|107640_AL
109670,20240321,109670|109670_NX|109670_AL
109670,20240604,109670|109670_NX|109670_AL
109670,20240605,109670|109670_NX|109670_AL
109820,20240808,109820|109820_NX|109820_AL
109820,20240809,109820|109820_NX|109820_AL
109820,20240820,109820|109820_NX|109820_AL
109820,20240927,109820|109820_NX|109820_AL
109960,20230427,109960|109960_NX|109960_AL
109960,20230810,109960|109960_NX|109960_AL
109960,20230811,109960|109960_NX|109960_AL
110020,20231017,110020|110020_NX|110020_AL
110020,20240820,110020|110020_NX|110020_AL
110990,20240418,110990|110990_NX|110990_AL
112040,20230217,112040|112040_NX|112040_AL
112290,20240328,112290|112290_NX|112290_AL
112290,20240405,112290|112290_NX|112290_AL
112290,20240430,112290|112290_NX|112290_AL
112290,20250207,112290|112290_NX|112290_AL
113810,20230420,113810|113810_NX|113810_AL
113810,20230516,113810|113810_NX|113810_AL
113810,20241210,113810|113810_NX|113810_AL
113810,20241211,113810|113810_NX|113810_AL
113810,20241212,113810|113810_NX|113810_AL
113810,20241213,113810|113810_NX|113810_AL
113810,20241223,113810|113810_NX|113810_AL
114190,20230322,114190|114190_NX|114190_AL
114450,20240809,114450|114450_NX|114450_AL
114450,20240816,114450|114450_NX|114450_AL
115180,20230824,115180|115180_NX|115180_AL
115180,20231103,115180|115180_NX|115180_AL
115180,20231106,115180|115180_NX|115180_AL
115180,20231214,115180|115180_NX|115180_AL
115180,20231220,115180|115180_NX|115180_AL
115500,20230310,115500|115500_NX|115500_AL
115500,20230313,115500|115500_NX|115500_AL
115500,20230824,115500|115500_NX|115500_AL
115500,20241016,115500|115500_NX|115500_AL
115500,20241212,115500|115500_NX|115500_AL
115500,20241230,115500|115500_NX|115500_AL
115530,20230113,115530|115530_NX|115530_AL
115530,20240311,115530|115530_NX|115530_AL
115530,20240320,115530|115530_NX|115530_AL
115610,20240124,115610|115610_NX|115610_AL
117580,20230127,117580|117580_NX|117580_AL
117580,20231017,117580|117580_NX|117580_AL
117580,20240116,117580|117580_NX|117580_AL
117580,20240604,117580|117580_NX|117580_AL
117730,20230413,117730|117730_NX|117730_AL
118000,20230419,118000|118000_NX|118000_AL
119650,20230425,119650|119650_NX|119650_AL
119650,20240523,119650|119650_NX|119650_AL
119650,20240909,119650|119650_NX|119650_AL
119650,20240910,119650|119650_NX|119650_AL
119850,20230502,119850|119850_NX|119850_AL
119850,20230508,119850|119850_NX|119850_AL
119850,20240514,119850|119850_NX|119850_AL
119850,20241113,119850|119850_NX|119850_AL
119850,20250123,119850|119850_NX|119850_AL
121800,20230104,121800|121800_NX|121800_AL
121850,20230308,121850|121850_NX|121850_AL
121850,20230721,121850|121850_NX|121850_AL
121850,20231218,121850|121850_NX|121850_AL
121850,20241205,121850|121850_NX|121850_AL
121850,20241210,121850|121850_NX|121850_AL
121850,20241211,121850|121850_NX|121850_AL
121890,20231024,121890|121890_NX|121890_AL
123010,20230824,123010|123010_NX|123010_AL
123010,20240529,123010|123010_NX|123010_AL
123010,20241121,123010|123010_NX|123010_AL
123010,20241204,123010|123010_NX|123010_AL
123010,20241218,123010|123010_NX|123010_AL
123010,20250106,123010|123010_NX|123010_AL
123010,20250107,123010|123010_NX|123010_AL
123010,20250123,123010|123010_NX|123010_AL
123330,20240905,123330|123330_NX|123330_AL
123420,20230217,123420|123420_NX|123420_AL
123420,20230922,123420|123420_NX|123420_AL
123420,20231109,123420|123420_NX|123420_AL
123570,20240306,123570|123570_NX|123570_AL
123690,20230811,123690|123690_NX|123690_AL
123690,20230814,123690|123690_NX|123690_AL
123690,20240517,123690|123690_NX|123690_AL
123700,20230511,123700|123700_NX|123700_AL
123700,20230517,123700|123700_NX|123700_AL
123840,20230209,123840|123840_NX|123840_AL
123840,20230412,123840|123840_NX|123840_AL
123840,20240116,123840|123840_NX|123840_AL
123840,20241010,123840|123840_NX|123840_AL
124500,20231218,124500|124500_NX|124500_AL
126600,20230330,126600|126600_NX|126600_AL
127980,20230329,127980|127980_NX|127980_AL
128540,20240627,128540|128540_NX|128540_AL
128540,20241114,128540|128540_NX|128540_AL
128540,20241120,128540|128540_NX|128540_AL
129890,20231102,129890|129890_NX|129890_AL
129920,20231011,129920|129920_NX|129920_AL
129920,20240805,129920|129920_NX|129920_AL
130500,20241218,130500|130500_NX|130500_AL
130660,20230712,130660|130660_NX|130660_AL
130660,20240611,130660|130660_NX|130660_AL
130660,20240710,130660|130660_NX|130660_AL
130740,20241212,130740|130740_NX|130740_AL
131030,20240326,131030|131030_NX|131030_AL
131030,20241224,131030|131030_NX|131030_AL
131100,20230419,131100|131100_NX|131100_AL
131100,20231212,131100|131100_NX|131100_AL
131400,20230404,131400|131400_NX|131400_AL
131400,20230405,131400|131400_NX|131400_AL
131400,20230411,131400|131400_NX|131400_AL
131400,20230418,131400|131400_NX|131400_AL
131400,20230419,131400|131400_NX|131400_AL
131400,20230428,131400|131400_NX|131400_AL
131400,20231018,131400|131400_NX|131400_AL
131760,20250116,131760|131760_NX|131760_AL
131760,20250205,131760|131760_NX|131760_AL
136480,20231220,136480|136480_NX|136480_AL
136480,20231221,136480|136480_NX|136480_AL
137080,20230316,137080|137080_NX|137080_AL
137940,20230407,137940|137940_NX|137940_AL
137940,20231103,137940|137940_NX|137940_AL
137940,20231115,137940|137940_NX|137940_AL
137940,20231213,137940|137940_NX|137940_AL
137940,20241217,137940|137940_NX|137940_AL
138070,20230627,138070|138070_NX|138070_AL
138070,20240417,138070|138070_NX|138070_AL
138360,20231117,138360|138360_NX|138360_AL
138360,20240208,138360|138360_NX|138360_AL
138360,20240222,138360|138360_NX|138360_AL
138610,20230808,138610|138610_NX|138610_AL
138610,20231208,138610|138610_NX|138610_AL
138610,20241015,138610|138610_NX|138610_AL
139050,20230502,139050|139050_NX|139050_AL
139670,20231221,139670|139670_NX|139670_AL
139670,20240220,139670|139670_NX|139670_AL
139670,20240221,139670|139670_NX|139670_AL
139670,20241209,139670|139670_NX|139670_AL
140430,20240531,140430|140430_NX|140430_AL
140430,20240612,140430|140430_NX|140430_AL
140430,20240614,140430|140430_NX|140430_AL
140670,20240426,140670|140670_NX|140670_AL
140670,20250102,140670|140670_NX|140670_AL
140950,20240617,140950|140950_NX|140950_AL
142210,20240109,142210|142210_NX|142210_AL
142280,20231206,142280|142280_NX|142280_AL
142280,20240809,142280|142280_NX|142280_AL
142760,20231116,142760|142760_NX|142760_AL
143540,20240404,143540|143540_NX|143540_AL
145170,20240619,145170|145170_NX|145170_AL
145170,20241115,145170|145170_NX|145170_AL
145210,20230404,145210|145210_NX|145210_AL
145210,20230405,145210|145210_NX|145210_AL
145210,20230428,145210|145210_NX|145210_AL
145210,20230517,145210|145210_NX|145210_AL
145210,20230518,145210|145210_NX|145210_AL
145210,20241008,145210|145210_NX|145210_AL
145990,20230509,145990|145990_NX|145990_AL
146320,20230524,146320|146320_NX|146320_AL
147760,20240927,147760|147760_NX|147760_AL
147830,20231127,147830|147830_NX|147830_AL
147830,20240611,147830|147830_NX|147830_AL
147830,20250114,147830|147830_NX|147830_AL
148250,20241011,148250|148250_NX|148250_AL
148780,20230531,148780|148780_NX|148780_AL
148780,20240123,148780|148780_NX|148780_AL
149980,20230822,149980|149980_NX|149980_AL
151860,20230825,151860|151860_NX|151860_AL
152550,20230307,152550|152550_NX|152550_AL
152550,20230309,152550|152550_NX|152550_AL
152550,20230404,152550|152550_NX|152550_AL
152550,20230405,152550|152550_NX|152550_AL
152550,20230406,152550|152550_NX|152550_AL
152550,20230407,152550|152550_NX|152550_AL
152550,20230421,152550|152550_NX|152550_AL
152550,20230424,152550|152550_NX|152550_AL
152550,20230503,152550|152550_NX|152550_AL
152550,20230525,152550|152550_NX|152550_AL
152550,20230630,152550|152550_NX|152550_AL
152550,20231011,152550|152550_NX|152550_AL
152550,20231012,152550|152550_NX|152550_AL
152550,20231016,152550|152550_NX|152550_AL
152550,20240105,152550|152550_NX|152550_AL
152550,20240604,152550|152550_NX|152550_AL
152550,20240605,152550|152550_NX|152550_AL
152550,20240619,152550|152550_NX|152550_AL
152550,20241211,152550|152550_NX|152550_AL
152550,20250204,152550|152550_NX|152550_AL
154040,20230616,154040|154040_NX|154040_AL
158430,20241120,158430|158430_NX|158430_AL
158430,20250106,158430|158430_NX|158430_AL
159800,20240122,159800|159800_NX|159800_AL
159910,20230814,159910|159910_NX|159910_AL
159910,20240617,159910|159910_NX|159910_AL
160190,20250103,160190|160190_NX|160190_AL
160190,20250110,160190|160190_NX|160190_AL
161000,20230411,161000|161000_NX|161000_AL
161000,20230412,161000|161000_NX|161000_AL
161000,20230503,161000|161000_NX|161000_AL
161000,20240821,161000|161000_NX|161000_AL
161580,20240329,161580|161580_NX|161580_AL
162300,20240131,162300|162300_NX|162300_AL
163280,20241218,163280|163280_NX|163280_AL
163560,20240228,163560|163560_NX|163560_AL
163730,20240904,163730|163730_NX|163730_AL
168360,20230330,168360|168360_NX|168360_AL
168360,20230908,168360|168360_NX|168360_AL
171010,20240405,171010|171010_NX|171010_AL
171010,20250108,171010|171010_NX|171010_AL
171010,20250207,171010|171010_NX|171010_AL
171090,20230329,171090|171090_NX|171090_AL
171090,20230425,171090|171090_NX|171090_AL
171090,20240429,171090|171090_NX|171090_AL
171120,20230612,171120|171120_NX|171120_AL
173130,20230414,173130|173130_NX|173130_AL
173130,20241205,173130|173130_NX|173130_AL
175140,20231205,175140|175140_NX|175140_AL
175140,20240305,175140|175140_NX|175140_AL
175250,20230228,175250|175250_NX|175250_AL
175250,20240118,175250|175250_NX|175250_AL
175250,20241024,175250|175250_NX|175250_AL
177350,20231211,177350|177350_NX|177350_AL
177350,20231215,177350|177350_NX|177350_AL
177350,20231218,177350|177350_NX|177350_AL
177350,20240104,177350|177350_NX|177350_AL
177350,20240223,177350|177350_NX|177350_AL
177350,20240911,177350|177350_NX|177350_AL
177350,20250123,177350|177350_NX|177350_AL
177830,20230921,177830|177830_NX|177830_AL
177900,20250218,177900|177900_NX|177900_AL
179530,20230914,179530|179530_NX|179530_AL
179530,20240926,179530|179530_NX|179530_AL
179530,20250206,179530|179530_NX|179530_AL
180400,20240719,180400|180400_NX|180400_AL
180400,20240722,180400|180400_NX|180400_AL
180400,20240807,180400|180400_NX|180400_AL
180400,20240826,180400|180400_NX|180400_AL
180400,20250219,180400|180400_NX|180400_AL
182400,20240205,182400|182400_NX|182400_AL
185490,20231215,185490|185490_NX|185490_AL
187220,20230621,187220|187220_NX|187220_AL
187220,20231121,187220|187220_NX|187220_AL
187220,20231122,187220|187220_NX|187220_AL
187220,20240103,187220|187220_NX|187220_AL
187420,20230601,187420|187420_NX|187420_AL
187420,20241029,187420|187420_NX|187420_AL
187420,20241030,187420|187420_NX|187420_AL
187660,20230628,187660|187660_NX|187660_AL
187660,20231110,187660|187660_NX|187660_AL
187660,20241226,187660|187660_NX|187660_AL
187660,20250109,187660|187660_NX|187660_AL
187790,20230117,187790|187790_NX|187790_AL
187790,20230822,187790|187790_NX|187790_AL
188260,20240820,188260|188260_NX|188260_AL
188260,20240826,188260|188260_NX|188260_AL
188260,20241018,188260|188260_NX|188260_AL
188260,20250109,188260|188260_NX|188260_AL
189330,20230126,189330|189330_NX|189330_AL
189330,20230526,189330|189330_NX|189330_AL
189330,20230831,189330|189330_NX|189330_AL
189330,20240314,189330|189330_NX|189330_AL
189330,20240913,189330|189330_NX|189330_AL
189690,20230704,189690|189690_NX|189690_AL
189690,20240119,189690|189690_NX|189690_AL
189860,20230829,189860|189860_NX|189860_AL
189860,20240529,189860|189860_NX|189860_AL
189860,20240710,189860|189860_NX|189860_AL
190650,20230203,190650|190650_NX|190650_AL
191420,20231115,191420|191420_NX|191420_AL
191420,20231116,191420|191420_NX|191420_AL
191420,20231129,191420|191420_NX|191420_AL
192250,20240327,192250|192250_NX|192250_AL
192390,20241119,192390|192390_NX|192390_AL
192410,20240702,192410|192410_NX|192410_AL
192410,20240703,192410|192410_NX|192410_AL
192410,20241002,192410|192410_NX|192410_AL
193250,20241125,193250|193250_NX|193250_AL
193250,20241213,193250|193250_NX|193250_AL
193250,20241216,193250|193250_NX|193250_AL
194370,20231025,194370|194370_NX|194370_AL
195990,20230403,195990|195990_NX|195990_AL
195990,20230404,195990|195990_NX|195990_AL
195990,20230518,195990|195990_NX|195990_AL
195990,20230925,195990|195990_NX|195990_AL
195990,20230926,195990|195990_NX|195990_AL
195990,20241217,195990|195990_NX|195990_AL
196450,20240712,196450|196450_NX|196450_AL
196450,20241107,196450|196450_NX|196450_AL
196490,20230809,196490|196490_NX|196490_AL
196490,20240328,196490|196490_NX|196490_AL
196700,20241218,196700|196700_NX|196700_AL
197140,20240313,197140|197140_NX|197140_AL
197140,20240828,197140|197140_NX|197140_AL
198080,20230206,198080|198080_NX|198080_AL
198080,20240223,198080|198080_NX|198080_AL
198080,20240816,198080|198080_NX|198080_AL
198440,20240607,198440|198440_NX|198440_AL
198940,20230412,198940|198940_NX|198940_AL
199480,20241217,199480|199480_NX|199480_AL
199550,20250212,199550|199550_NX|199550_AL
199550,20250228,199550|199550_NX|199550_AL
199730,20240923,199730|199730_NX|199730_AL
199800,20231102,199800|199800_NX|199800_AL
199800,20231120,199800|199800_NX|199800_AL
199800,20240315,199800|199800_NX|199800_AL
199800,20240319,199800|199800_NX|199800_AL
199820,20240409,199820|199820_NX|199820_AL
199820,20240419,199820|199820_NX|199820_AL
199820,20240508,199820|199820_NX|199820_AL
200230,20230209,200230|200230_NX|200230_AL
200230,20231109,200230|200230_NX|200230_AL
200350,20240313,200350|200350_NX|200350_AL
200350,20240314,200350|200350_NX|200350_AL
200350,20241105,200350|200350_NX|200350_AL
200350,20241211,200350|200350_NX|200350_AL
200350,20241219,200350|200350_NX|200350_AL
200470,20231220,200470|200470_NX|200470_AL
200470,20240605,200470|200470_NX|200470_AL
203400,20240605,203400|203400_NX|203400_AL
203690,20230601,203690|203690_NX|203690_AL
204210,20231129,204210|204210_NX|204210_AL
204270,20240409,204270|204270_NX|204270_AL
204630,20230411,204630|204630_NX|204630_AL
204630,20230412,204630|204630_NX|204630_AL
204630,20230420,204630|204630_NX|204630_AL
204630,20230810,204630|204630_NX|204630_AL
204630,20231013,204630|204630_NX|204630_AL
204840,20230502,204840|204840_NX|204840_AL
204840,20230724,204840|204840_NX|204840_AL
205100,20230823,205100|205100_NX|205100_AL
205470,20230327,205470|205470_NX|205470_AL
205470,20241031,205470|205470_NX|205470_AL
205500,20241213,205500|205500_NX|205500_AL
205500,20241216,205500|205500_NX|205500_AL
207760,20240125,207760|207760_NX|207760_AL
208370,20230221,208370|208370_NX|208370_AL
208370,20230224,208370|208370_NX|208370_AL
208370,20230227,208370|208370_NX|208370_AL
208370,20230322,208370|208370_NX|208370_AL
208370,20230802,208370|208370_NX|208370_AL
208370,20230907,208370|208370_NX|208370_AL
208370,20230922,208370|208370_NX|208370_AL
208370,20240912,208370|208370_NX|208370_AL
208640,20241115,208640|208640_NX|208640_AL
208640,20241118,208640|208640_NX|208640_AL
208710,20250106,208710|208710_NX|208710_AL
208710,20250107,208710|208710_NX|208710_AL
208710,20250108,208710|208710_NX|208710_AL
208710,20250205,208710|208710_NX|208710_AL
209640,20241107,209640|209640_NX|209640_AL
210980,20240403,210980|210980_NX|210980_AL
211270,20230202,211270|211270_NX|211270_AL
211270,20241108,211270|211270_NX|211270_AL
212560,20230511,212560|212560_NX|212560_AL
212560,20231221,212560|212560_NX|212560_AL
214260,20240712,214260|214260_NX|214260_AL
214260,20240717,214260|214260_NX|214260_AL
214260,20241121,214260|214260_NX|214260_AL
214390,20231106,214390|214390_NX|214390_AL
214420,20230811,214420|214420_NX|214420_AL
214610,20230313,214610|214610_NX|214610_AL
214610,20230314,214610|214610_NX|214610_AL
214610,20230413,214610|214610_NX|214610_AL
214610,20230417,214610|214610_NX|214610_AL
214610,20230918,214610|214610_NX|214610_AL
214610,20240819,214610|214610_NX|214610_AL
214610,20240820,214610|214610_NX|214610_AL
214680,20230303,214680|214680_NX|214680_AL
214680,20230518,214680|214680_NX|214680_AL
215100,20240521,215100|215100_NX|215100_AL
215380,20230922,215380|215380_NX|215380_AL
215380,20240819,215380|215380_NX|215380_AL
215380,20240820,215380|215380_NX|215380_AL
215380,20240821,215380|215380_NX|215380_AL
215380,20240912,215380|215380_NX|215380_AL
215380,20240919,215380|215380_NX|215380_AL
215600,20231128,215600|215600_NX|215600_AL
215790,20230620,215790|215790_NX|215790_AL
217620,20240220,217620|217620_NX|217620_AL
217730,20240403,217730|217730_NX|217730_AL
217730,20240610,217730|217730_NX|217730_AL
217820,20230814,217820|217820_NX|217820_AL
218150,20230427,218150|218150_NX|218150_AL
218150,20230517,218150|218150_NX|218150_AL
219420,20241127,219420|219420_NX|219420_AL
219550,20230523,219550|219550_NX|219550_AL
219550,20230524,219550|219550_NX|219550_AL
219550,20240214,219550|219550_NX|219550_AL
219550,20240910,219550|219550_NX|219550_AL
219550,20241002,219550|219550_NX|219550_AL
221800,20250109,221800|221800_NX|221800_AL
222110,20241007,222110|222110_NX|222110_AL
222160,20230608,222160|222160_NX|222160_AL
222420,20250227,222420|222420_NX|222420_AL
222980,20250220,222980|222980_NX|222980_AL
223250,20230912,223250|223250_NX|223250_AL
223250,20231011,223250|223250_NX|223250_AL
223250,20241022,223250|223250_NX|223250_AL
223310,20241203,223310|223310_NX|223310_AL
224060,20230721,224060|224060_NX|224060_AL
224110,20241126,224110|224110_NX|224110_AL
224110,20241205,224110|224110_NX|224110_AL
225190,20240909,225190|225190_NX|225190_AL
225190,20241112,225190|225190_NX|225190_AL
226320,20230811,226320|226320_NX|226320_AL
226330,20230724,226330|226330_NX|226330_AL
226950,20250211,226950|226950_NX|226950_AL
226950,20250212,226950|226950_NX|226950_AL
226950,20250213,226950|226950_NX|226950_AL
227100,20231024,227100|227100_NX|227100_AL
227100,20231130,227100|227100_NX|227100_AL
227100,20240313,227100|227100_NX|227100_AL
227100,20240509,227100|227100_NX|227100_AL
227100,20240903,227100|227100_NX|227100_AL
227100,20240904,227100|227100_NX|227100_AL
227100,20240924,227100|227100_NX|227100_AL
227100,20240925,227100|227100_NX|227100_AL
227100,20240926,227100|227100_NX|227100_AL
227100,20241004,227100|227100_NX|227100_AL
227100,20241031,227100|227100_NX|227100_AL
227610,20230328,227610|227610_NX|227610_AL
227610,20230616,227610|227610_NX|227610_AL
227610,20230619,227610|227610_NX|227610_AL
227950,20230308,227950|227950_NX|227950_AL
227950,20230405,227950|227950_NX|227950_AL
227950,20230406,227950|227950_NX|227950_AL
227950,20230503,227950|227950_NX|227950_AL
227950,20241112,227950|227950_NX|227950_AL
228760,20241204,228760|228760_NX|228760_AL
229000,20230405,229000|229000_NX|229000_AL
229000,20230406,229000|229000_NX|229000_AL
229000,20230801,229000|229000_NX|229000_AL
229000,20230907,229000|229000_NX|229000_AL
229000,20231109,229000|229000_NX|229000_AL
229000,20241227,229000|229000_NX|229000_AL
229000,20241230,229000|229000_NX|229000_AL
229000,20250117,229000|229000_NX|229000_AL
229640,20230728,229640|229640_NX|229640_AL
229640,20230803,229640|229640_NX|229640_AL
229640,20230817,229640|229640_NX|229640_AL
229640,20240430,229640|229640_NX|229640_AL
229640,20250120,229640|229640_NX|229640_AL
230980,20231219,230980|230980_NX|230980_AL
230980,20231220,230980|230980_NX|230980_AL
230980,20240111,230980|230980_NX|230980_AL
230980,20240221,230980|230980_NX|230980_AL
232140,20240419,232140|232140_NX|232140_AL
232140,20240603,232140|232140_NX|232140_AL
232680,20250203,232680|232680_NX|232680_AL
232830,20230830,232830|232830_NX|232830_AL
232830,20241213,232830|232830_NX|232830_AL
234100,20231006,234100|234100_NX|234100_AL
234100,20231013,234100|234100_NX|234100_AL
234300,20230622,234300|234300_NX|234300_AL
234920,20230310,234920|234920_NX|234920_AL
234920,20230327,234920|234920_NX|234920_AL
234920,20230404,234920|234920_NX|234920_AL
234920,20230503,234920|234920_NX|234920_AL
234920,20230519,234920|234920_NX|234920_AL
234920,20230731,234920|234920_NX|234920_AL
234920,20240117,234920|234920_NX|234920_AL
234920,20240227,234920|234920_NX|234920_AL
234920,20241105,234920|234920_NX|234920_AL
234920,20241106,234920|234920_NX|234920_AL
234920,20241111,234920|234920_NX|234920_AL
234920,20241127,234920|234920_NX|234920_AL
235980,20230406,235980|235980_NX|235980_AL
237820,20230127,237820|237820_NX|237820_AL
237820,20230710,237820|237820_NX|237820_AL
237820,20230711,237820|237820_NX|237820_AL
237820,20231222,237820|237820_NX|237820_AL
237820,20240205,237820|237820_NX|237820_AL
238120,20241121,238120|238120_NX|238120_AL
238490,20230531,238490|238490_NX|238490_AL
239340,20230116,239340|239340_NX|239340_AL
239340,20241128,239340|239340_NX|239340_AL
239610,20230706,239610|239610_NX|239610_AL
239610,20240919,239610|239610_NX|239610_AL
239610,20241002,239610|239610_NX|239610_AL
240600,20240220,240600|240600_NX|240600_AL
240600,20250220,240600|240600_NX|240600_AL
241520,20250213,241520|241520_NX|241520_AL
241690,20231114,241690|241690_NX|241690_AL
241710,20230511,241710|241710_NX|241710_AL
241770,20240415,241770|241770_NX|241770_AL
241820,20230915,241820|241820_NX|241820_AL
241820,20240809,241820|241820_NX|241820_AL
241840,20250221,241840|241840_NX|241840_AL
242040,20230602,242040|242040_NX|242040_AL
244460,20230630,244460|244460_NX|244460_AL
244460,20230704,244460|244460_NX|244460_AL
244460,20230824,244460|244460_NX|244460_AL
244460,20240321,244460|244460_NX|244460_AL
244460,20240806,244460|244460_NX|244460_AL
245620,20230406,245620|245620_NX|245620_AL
245620,20230627,245620|245620_NX|245620_AL
245620,20240130,245620|245620_NX|245620_AL
245620,20240226,245620|245620_NX|245620_AL
246250,20240729,246250|246250_NX|246250_AL
246250,20240812,246250|246250_NX|246250_AL
246690,20250213,246690|246690_NX|246690_AL
246720,20230320,246720|246720_NX|246720_AL
246720,20230321,246720|246720_NX|246720_AL
246720,20230322,246720|246720_NX|246720_AL
247540,20231107,247540|247540_NX|247540_AL
247660,20230808,247660|247660_NX|247660_AL
247660,20240513,247660|247660_NX|247660_AL
247660,20240730,247660|247660_NX|247660_AL
248170,20230828,248170|248170_NX|248170_AL
249420,20230907,249420|249420_NX|249420_AL
250000,20230615,250000|250000_NX|250000_AL
250060,20230512,250060|250060_NX|250060_AL
250060,20230803,250060|250060_NX|250060_AL
250060,20230816,250060|250060_NX|250060_AL
250060,20230817,250060|250060_NX|250060_AL
250060,20230920,250060|250060_NX|250060_AL
250060,20230921,250060|250060_NX|250060_AL
250060,20230922,250060|250060_NX|250060_AL
250060,20231018,250060|250060_NX|250060_AL
250060,20240923,250060|250060_NX|250060_AL
250930,20240807,250930|250930_NX|250930_AL
250930,20241213,250930|250930_NX|250930_AL
250930,20250113,250930|250930_NX|250930_AL
252500,20240404,252500|252500_NX|252500_AL
252500,20240603,252500|252500_NX|252500_AL
253590,20230717,253590|253590_NX|253590_AL
253590,20231214,253590|253590_NX|253590_AL
253590,20240927,253590|253590_NX|253590_AL
253840,20231205,253840|253840_NX|253840_AL
253840,20240321,253840|253840_NX|253840_AL
253840,20250107,253840|253840_NX|253840_AL
254120,20230420,254120|254120_NX|254120_AL
254120,20230725,254120|254120_NX|254120_AL
254490,20230522,254490|254490_NX|254490_AL
254490,20240812,254490|254490_NX|254490_AL
254490,20240913,254490|254490_NX|254490_AL
255220,20230626,255220|255220_NX|255220_AL
255220,20240318,255220|255220_NX|255220_AL
255220,20240726,255220|255220_NX|255220_AL
255440,20230329,255440|255440_NX|255440_AL
256940,20240220,256940|256940_NX|256940_AL
257370,20241114,257370|257370_NX|257370_AL
257720,20240510,257720|257720_NX|257720_AL
257720,20240513,257720|257720_NX|257720_AL
258610,20230411,258610|258610_NX|258610_AL
258610,20230420,258610|258610_NX|258610_AL
258610,20240829,258610|258610_NX|258610_AL
258790,20241211,258790|258790_NX|258790_AL
259630,20230331,259630|259630_NX|259630_AL
260660,20250226,260660|260660_NX|260660_AL
260970,20240307,260970|260970_NX|260970_AL
260970,20240520,260970|260970_NX|260970_AL
260970,20240614,260970|260970_NX|260970_AL
260970,20250207,260970|260970_NX|260970_AL
261200,20230711,261200|261200_NX|261200_AL
261200,20240229,261200|261200_NX|261200_AL
263700,20240219,263700|263700_NX|263700_AL
263700,20240220,263700|263700_NX|263700_AL
263700,20241217,263700|263700_NX|263700_AL
263800,20240402,263800|263800_NX|263800_AL
263810,20230504,263810|263810_NX|263810_AL
263810,20230530,263810|263810_NX|263810_AL
263920,20230428,263920|263920_NX|263920_AL
